Song_ID,Section,"Matrix Number (song #, take #)",Performer,Title of Track,"Date Performed (exact)","Date Performed (estimate)",Year,Place Performed,Record Label and Number,Record Label,"Instrumentation (first listed is performer)","Arrangers/Composer/Performers, etc (if provided)",Composers and Performers Normative Spelling,Other notes
S2712,16.154,9922/3,Cantor Sawel Kwartin,Ribono Shel Olom,02/15/1923,,1923,NY,Br rej,Brunswick,Voice & Organ,Samuel Braslavsky (organ),Samuel Braslavsky (organ),
S2713,16.154,9924/5,Cantor Sawel Kwartin,Saroh Chajo,02/15/1923,,1923,NY,Br rej,Brunswick,Voice & Organ,Samuel Braslavsky (organ),Samuel Braslavsky (organ),
S2714,16.154,X 12566/7,Cantor Sawel Kwartin,Yom Kipur Kuton,02/20/1924,,1924,NY,"Br rej (12"")",Brunswick,Voice & Organ,Sawel Kwartin (composer); Dr. Philip Friedman (organ),"Sawel Kwartin (composer), Dr. Philip Friedman (organ)",
S2715,16.154,X 12568/9,Cantor Sawel Kwartin,B'Rich Shemey,02/20/1924,,1924,NY,"Br rej (12"")",Brunswick,Voice & Organ,Sawel Kwartin (composer); Dr. Philip Friedman (organ),"Sawel Kwartin (composer), Dr. Philip Friedman (organ)",
S2716,16.154,12570,Cantor Sawel Kwartin,Mikita,02/20/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Dr. Philip Friedman (organ),Dr. Philip Friedman (organ),
S2717,16.154,12571/2,Cantor Sawel Kwartin,Lenz,02/20/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,Eugen Hildach (composer),Eugen Hildach (composer),
S2718,16.154,X 13060/1,Cantor Sawel Kwartin,Rachel's Keiver (Rachel's Grave),05/08/1924,,1924,NY,"Br rej (12"")",Brunswick,"Voice, piano, cello",Savel Zilberts (composer); William Friedman (piano); Bernard Altschuler (vc),"Zavel Zilberts (composer), William Friedman (piano), Bernard Altschuler (vc)",
S2719,16.154,X 10362/3,Cantor Sawel Kwartin,Had You But Known ,05/08/1924,,1924,NY,"Br rej (12"")",Brunswick,"Voice, piano, cello",William Friedman (piano); Bernard Altschuler (vc),"William Friedman (piano), Bernard Altschuler (vc)",in Russian
S2720,16.154,13064/5,Cantor Sawel Kwartin,Evening,05/08/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,St. Moniuszko (composer); William Friedman (piano),"Stanisław Moniuszko (composer), William Friedman (piano)",in Russian
S2721,16.154,13066/7,Cantor Sawel Kwartin,Spring Song ,05/08/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,William Friedman (piano),William Friedman (piano),in Russian
S2722,16.154,X 13074,Cantor Sawel Kwartin,Had You But Known,05/09/1924,,1924,NY,"Br rej (12"")",Brunswick,"Voice, piano, cello",William Friedman (piano); Bernard Altschuler (vc),"William Friedman (piano), Bernard Altschuler (vc)",in Russian
S2723,16.154,X 13075,Cantor Sawel Kwartin,Tears (op. 65) ,05/09/1924,,1924,NY,"Br rej (12"")",Brunswick,Voice & Piano,P. Tchaikowsky (composer); William Friedman (piano),"Richard Wagner (composer), William Friedman (piano)",in Russian
S2724,16.154,13126,Cantor Sawel Kwartin,Dus Wigele (The Cradle),05/16/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,Munielob (w); Paul Lampkovsky (m),"Munielob (words), Paul Lampkovsky (music)",
S2725,16.154,13127/8,Cantor Sawel Kwartin,Still Wie Die Nacht (Still As The Night) (op. 326 no. 27) ,05/16/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Carl Böhm (composer),Carl Böhm (composer),in German
S2726,16.154,13129,Cantor Sawel Kwartin,Die Ehre Gottes Aus Der Natur,05/16/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,L. Beethoven (composer),Ludwig van Beethoven (composer),in German
S2727,16.154,X 13130,Cantor Sawel Kwartin,Umipne Chatuenu - Pt. 1,05/16/1924,,1924,NY,"Br rej (12"")",Brunswick,Voice & Organ,Sawel Kwartin (composer),Sawel Kwartin (composer),
S2728,16.154,X 13131,Cantor Sawel Kwartin,Umipne Chatuenu - Pt. 2,05/16/1924,,1924,NY,"Br rej (12"")",Brunswick,Voice & Organ,Sawel Kwartin (composer),"Sawel Kwartin (composer),",
S2729,16.154,13166,Cantor Sawel Kwartin,Dus Wigele (The Cradle),05/23/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,Munielob & Lampkovsky (composers); Dr. Philip Friedman (piano),"Munielob (words), Paul Lampkovsky (music), Dr. Philip Friedman (piano)",
S2730,16.154,13167,Cantor Sawel Kwartin,Still Wie Die Nacht (Still As The Night) (op. 326 no. 27),05/23/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,Carl Böhm (composer); Dr. Philip Friedman (piano),"Carl Böhm (composer), Dr. Philip Friedman (piano)",in German
S2731,16.154,13168,Cantor Sawel Kwartin,Die Ehre Gottes Aus Der Natur (op. 48 no. 4) (Worship Of God In Nature),05/23/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,L. Beethoven (composer),Ludwig van Beethoven (composer),in German
S2732,16.154,X 13169,Cantor Sawel Kwartin,Umipne Chatoenu - Pt. 1,05/23/1924,,1924,NY,"Br 45004 (12"")",Brunswick,Voice & Piano,Dr. Philip Friedman (piano),Dr. Philip Friedman (piano),
S2733,16.154,X 13170,Cantor Sawel Kwartin,Umipne Chatoenu - Pt. 2,05/23/1924,,1924,NY,"Br 45004 (12"")",Brunswick,Voice & Piano,Dr. Philip Friedman (piano),Dr. Philip Friedman (piano),
S2734,16.154,13192/3,Cantor Sawel Kwartin,Tears (op. 65) ,05/29/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,William Friedman (piano),William Friedman (piano),in Russian
S2735,16.154,X 13194/5,Cantor Sawel Kwartin,Lohengrin Beim Abschief (Lohengrin's Farewell),05/29/1924,,1924,NY,"Br rej (12"")",Brunswick,Voice & Piano,Richard Wagner (composer); William Friedman (piano),Richard Wagner (composer); William Friedman (piano),in German
S2736,16.154,X 13196/7,Cantor Sawel Kwartin,Sfirus - Church Prayer - Pt. 1,05/29/1924,,1924,NY,"Br rej (12"")",Brunswick,Voice & Piano,Sawel Kwartin (composer); William Friedman (piano),"Sawel Kwartin (composer), William Friedman (piano)",
S2737,16.154,X 13198/9,Cantor Sawel Kwartin,Sfirus - Church Prayer - Pt. 2,05/29/1924,,1924,NY,"Br rej (12"")",Brunswick,Voice & Piano,Sawel Kwartin (composer); William Friedman (piano),"Sawel Kwartin (composer), William Friedman (piano)",
S2738,16.154,13200/1,Cantor Sawel Kwartin,En Kumoche - Church Prayer,06/03/1924,,1924,NY,"Br 40081, 67029",Brunswick,Voice & Piano,Kwartin (composer); William Friedman (piano),"Sawel Kwartin (composer), William Friedman (piano)",
S2739,16.154,13202/3,Cantor Sawel Kwartin,HaGooes Hatohra - Church Prayer,06/03/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,Kwartin (composer); William Friedman (piano),"Sawel Kwartin (composer), William Friedman (piano)",
S2740,16.154,13769/70,Cantor Sawel Kwartin,Al Hazadikim (Towards The Righteous),09/11/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Kwartin (arranger); H. Zadis (organ),"Sawel Kwartin (arranger), H. Zadis (organ)",
S2741,16.154,13771/2,Cantor Sawel Kwartin,Or Chodosch (A New Light),09/11/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Kwartin (arranger); H. Zadis (organ),"Sawel Kwartin (arranger), H. Zadis (organ)",
S2742,16.154,13773/4,Cantor Sawel Kwartin,Towin Moros (The Lights Are Good),09/11/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Kwartin (arranger); H. Zadis (organ),"Sawel Kwartin (arranger), H. Zadis (organ)",
S2743,16.154,13775/8,Cantor Sawel Kwartin,Moses Rejoiced,09/22/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Sawel Kwartin (arranger); D.A. Chigrinsky (organ),"Sawel Kwartin (arranger), D.A. Chigrinsky (organ)",
S2744,16.154,13776/7,Cantor Sawel Kwartin,We Will Celebrate,09/22/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Sawel Kwartin (arranger); D.A. Chigrinsky (organ),"Sawel Kwartin (arranger), D.A. Chigrinsky (organ)",
S2745,16.154,13779/80,Cantor Sawel Kwartin,Kol Adonaj (The Voice Of The Lord),09/22/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Sawel Kwartin (arranger); D.A. Chigrinsky (organ),"Sawel Kwartin (arranger), D.A. Chigrinsky (organ)",
S2746,16.154,13781/2,Cantor Sawel Kwartin,The Ten Martyrs,09/22/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Sawel Kwartin (arranger); D.A. Chigrinsky (organ),"Sawel Kwartin (arranger), D.A. Chigrinsky (organ)",
S2747,16.154,13783/4,Cantor Sawel Kwartin,Jehi Rozon (May It Be Thy Will) - Pt. 1,09/15/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,Sawel Kwartin (arranger); H. Zadis (piano),"Sawel Kwartin (arranger), H. Zadis (piano)",
S2748,16.154,13785/6,Cantor Sawel Kwartin,Jehi Rozon (May It Be Thy Will) - Pt. 2,09/15/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,Sawel Kwartin (arranger); H. Zadis (piano),"Sawel Kwartin (arranger), H. Zadis (piano)",
S2749,16.154,13787,Cantor Sawel Kwartin,W'lo N'sato (And Thou Didst Not Give It),09/15/1924,,1924,NY,"Br 40091, 67034",Brunswick,Voice & Piano,Kwartin (arranger); H. Zadis (piano),"Sawel Kwartin (arranger), H. Zadis (piano)",
S2750,16.154,13789/90,Cantor Sawel Kwartin,Jechadschehu (May He Renew It),09/15/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,Sawel Kwartin (arranger); H. Zadis (piano),"Sawel Kwartin (arranger), H. Zadis (piano)",
S2751,16.154,13791/2,Cantor Sawel Kwartin,T'ka B'schofer (Sound The Great Horn),09/15/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,Sawel Kwartin (arranger); H. Zadis (piano),"Sawel Kwartin (arranger), H. Zadis (piano)",
S2752,16.154,X 13808/9/10,Cantor Sawel Kwartin,Hineni Heoni - Pt. 1,09/18/1924,,1924,NY,"Br 45005 (12"")",Brunswick,Voice & Organ,Sawel Kwartin (arranger); H. Zadis (organ),"Sawel Kwartin (arranger), H. Zadis (organ)",
S2753,16.154,X 13811/2,Cantor Sawel Kwartin,Hineni Heoni - Pt. 2,09/18/1924,,1924,NY,"Br 45005 (12"")",Brunswick,Voice & Organ,Sawel Kwartin (arranger); H. Zadis (organ),"Sawel Kwartin (arranger), H. Zadis (organ)",
S2754,16.154,13813/4,Cantor Sawel Kwartin,Wcholom M'kablim (And They All Accept),09/18/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Sawel Kwartin (arranger); H. Zadis (organ),"Sawel Kwartin (arranger), H. Zadis (organ)",
S2755,16.154,13815/6,Cantor Sawel Kwartin,Hajom Tanzenu (Strengthen Us),09/18/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Sawel Kwartin (arranger); H. Zadis (organ),"Sawel Kwartin (arranger), H. Zadis (organ)",
S2756,16.154,13817/8,Cantor Sawel Kwartin,"Schuwo Nafahi (Return, O My Soul)",09/18/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Sawel Kwartin (arranger); H. Zadis (organ),"Sawel Kwartin (arranger), H. Zadis (organ)",
S2757,16.154,14236/7,Cantor Sawel Kwartin,L'el Orech Din,11/18/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Sawel Kwartin (composer); H. Zadis (organ),"Sawel Kwartin (composer), H. Zadis (organ)",
S2758,16.154,X 14238/9,Cantor Sawel Kwartin,A'havas Elom ,11/18/1924,,1924,NY,"Br rej (12"")",Brunswick,Voice & Organ,H. Zadis (organ),H. Zadis (organ),
S2759,16.154,14260/1,Cantor Sawel Kwartin,Jehi Ruzon,11/19/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Sawel Kwartin (arranger); H. Zadis (organ),"Sawel Kwartin (arranger), H. Zadis (organ)",
S2760,16.154,14262/3,Cantor Sawel Kwartin,Midas Borachamini,11/19/1924,,1924,NY,Br rej,Brunswick,Voice & Organ,Sawel Kwartin (arranger); H. Zadis (organ),"Sawel Kwartin (arranger), H. Zadis (organ)",
S2761,16.154,14280/1,Cantor Sawel Kwartin,Hoir Hakoidesh,11/20/1924,,1924,NY,Br rej,Brunswick,Voice & Piano,Sawel Kwartin (arranger); H. Zadis (piano),"Sawel Kwartin (arranger), H. Zadis (piano)",
S2762,16.154,X 14282/3,Cantor Sawel Kwartin,Hoschano,11/20/1924,,1924,NY,"Br rej (12"")",Brunswick,Voice & Piano,Sawel Kwartin (arranger); H. Zadis (piano),"Sawel Kwartin (arranger), H. Zadis (piano)",
S2763,16.154,CVE 40073-1,Cantor Sawel Kwartin,Moron Di Vishmoiu,11/08/1927,,1927,"Camden, NJ","Vi rej (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2764,16.154,CVE 40074-2,Cantor Sawel Kwartin,Hanshomo Loch (The Soul Is Thine) (Slichos) (Selichoth),11/08/1927,,1927,"Camden, NJ","Vi 9210 (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Prof. Braslavsky (arranger); Samuel Braslavsky (organ),"Sawel Kwartin (composer); Samuel Braslavsky (arranger), Samuel Braslavsky (organ)",
S2765,16.154,CVE 40075-1,Cantor Sawel Kwartin,Ribono Shel Olom - Pt. 1,11/08/1927,,1927,"Camden, NJ","Vi 9298 (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Prof. Braslavsky (arranger); Samuel Braslavsky (organ),"Sawel Kwartin (composer); Samuel Braslavsky (arranger), Samuel Braslavsky (organ)",
S2766,16.154,CVE 40076-1,Cantor Sawel Kwartin,Ribono Shel Olom - Pt. 2,11/08/1927,,1927,"Camden, NJ","Vi rej (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Prof. Braslavsky (arranger); Samuel Braslavsky (organ),"Sawel Kwartin (composer); Samuel Braslavsky (arranger), Samuel Braslavsky (organ)",
S2767,16.154,CVE 41456-2,Cantor Sawel Kwartin,"Brach Dodi (Hasten, Dear God, To Redeem Our Temple) - Prayer For Passover",01/19/1928,,1928,"Camden, NJ","Vi 9162 (12"")",Victor,Voice & Organ,Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2768,16.154,CVE 41457-1,Cantor Sawel Kwartin,Maarovis (Leal Shemurim) - Evening Prayer For Passover,01/19/1928,,1928,"Camden, NJ","Vi 9162 (12"")",Victor,Voice & Organ,Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2769,16.154,CVE 45237-2,Cantor Sawel Kwartin,Kinos,06/05/1928,,1928,"Camden, NJ","Vi rej (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2770,16.154,CVE 45238-1,Cantor Sawel Kwartin,Leduvid Mizmor (New Year) - Pt. 1,06/05/1928,,1928,"Camden, NJ","Vi 9401 (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2771,16.154,CVE 45239-2,Cantor Sawel Kwartin,Leduvid Mizmor (New Year) - Pt. 2,06/05/1928,,1928,"Camden, NJ","Vi 9401 (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2772,16.154,CVE 45240-1,Cantor Sawel Kwartin,Weal Jedei (Through Thy Prophets) (And By Thy Hands) (New Years),06/05/1928,,1928,"Camden, NJ","Vi 9211, V-59015, 38-1002 (12""), 25-5143 (10""), 53-5143 (45)",Victor,Voice & Organ,Sawel Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2773,16.154,CVE 45245-1,Cantor Sawel Kwartin,"Tiher Rabbi Ishmael (Rabbi Ishmael In Purity) (Accept, Ye Righteous)",06/06/1928,,1928,"Camden, NJ","Vi 9211, V-59015, 38-1002 (12""), 25-5143 (10""), 53-5143 (45)",Victor,Voice & Organ,Sawel Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2774,16.154,CVE 45246-2,Cantor Sawel Kwartin,Halbein Chatuenu (Turn Thou Our Sings) (Jom Kippur) (Day Of Atonement),06/06/1928,,1928,"Camden, NJ","Vi 9210 (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2775,16.154,CVE 49301-2,Cantor Sawel Kwartin,Ribono Shel Olom (Lord Of The World) - Pt. 1,11/28/1928,,1928,"Camden, NJ","Vi rej (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2776,16.154,CVE 49302-2,Cantor Sawel Kwartin,Ribono Shel Olom (Lord Of The World) - Pt. 2,11/28/1928,,1928,"Camden, NJ","Vi rej (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2777,16.154,CVE 49303-2,Cantor Sawel Kwartin,Sim Shulom,11/28/1928,,1928,"Camden, NJ","Vi rej (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2778,16.154,CVE 49510-1,Cantor Sawel Kwartin,Ribono Shel Olom (Lord Of The World) - Pt. 2,01/09/1929,,1929,"Camden, NJ","Vi 9298 (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Samuel Braslavsky (organ),"Sawel Kwartin (composer), Samuel Braslavsky (organ)",
S2779,16.154,CVE 55070-2,Cantor Sawel Kwartin,T'ka B'shofar (Let The Trumpet Be Blown),07/02/1929,,1929,"Camden, NJ","Vi 9455, V-59024, 38-1010 (12""), 25-5152 (10""), 53-5152 (45)",Victor,Voice & Organ,Sawel Kwartin (composer); Abe Ellstein (organ),"Sawel Kwartin (composer), Abraham Ellstein (organ)",
S2780,16.154,CVE 55071-1,Cantor Sawel Kwartin,Yei Rozon (May It Be Thy Will),07/02/1929,,1929,"Camden, NJ","Vi 9455, V-59024, 38-1010 (12""), 25-5152 (10""), 53-5152 (45)",Victor,Voice & Organ,Sawel Kwartin (composer); Abe Ellstein (organ),"Sawel Kwartin (composer), Abraham Ellstein (organ)",
S2781,16.154,CVE 55072-1,Cantor Sawel Kwartin,Hallujo ,07/02/1929,,1929,"Camden, NJ","Vi rej (12"")",Victor,Voice & Organ,Sawel Kwartin (composer); Abe Ellstein (organ),"Sawel Kwartin (composer), Abraham Ellstein (organ)",
S2782,16.154,CVE 62409-2,Cantor Sawel Kwartin,"Ovinu Malkeinu (Our Father, Our King)",05/21/1930,,1930,"Camden, NJ","Vi 9698 (12"")",Victor,Voice & Organ,Samuel Braslavsky (organ),Samuel Braslavsky (organ),
S2783,16.154,CVE 62410-2,Cantor Sawel Kwartin,Uwiem Sim Chaschem (The Day Of Happiness),05/21/1930,,1930,"Camden, NJ","Vi 9698 (12"")",Victor,Voice & Organ,Samuel Braslavsky (organ),Samuel Braslavsky (organ),
S2784,16.155,61570,Cantor M. Lachmanovitz,test recording,04/12/1917,,1917,NY,Co,Columbia,Tenor,,,
S2785,16.155,58418-2,Cantor M. Lachmanovitz,Uvdivrei Kodshecho,07/1917,,1917,NY,Co E3516,Columbia,Tenor & Organ,,,
S2786,16.155,58419-2,Cantor M. Lachmanovitz,Shma Israel,07/1917,,1917,NY,Co 3751,Columbia,Tenor & Organ,,,
S2787,16.155,58420-1,Cantor M. Lachmanovitz,Hoshivoh Shotteinu,07/1917,,1917,NY,Co E3516,Columbia,Tenor & Organ,,,
S2788,16.155,58421-1,Cantor M. Lachmanovitz,Sfiroh,07/1917,,1917,NY,Co E3751,Columbia,Tenor & Organ,,,
S2789,16.155,58929-2,Cantor M. Lachmanovitz,Kidush L'Rosh Hashonoh,07/1917,,1917,NY,Co E4259,Columbia,Tenor & Organ,,,
S2790,16.155,58934-2,Cantor M. Lachmanovitz,Yechadshehu,07/1917,,1917,NY,Co E4354,Columbia,Tenor & Organ,,,
S2791,16.155,84904-2,Cantor M. Lachmanovitz,Umipnei Chatoeinu - Pt. 1,10/1918,,1918,NY,Co E4209,Columbia,"Tenor, Chorus, Piano",,,
S2792,16.155,84905-1,Cantor M. Lachmanovitz,Umipnei Chatoeinu - Pt. 2,10/1918,,1918,NY,Co E4209,Columbia,"Tenor, Chorus, Piano",,,
S2793,16.155,84906-1,Cantor M. Lachmanovitz,Weshomru,10/1918,,1918,NY,Co E4354,Columbia,"Tenor, Chorus, Piano",,,
S2794,16.155,84907-2,Cantor M. Lachmanovitz,Owinu Malkeinu,10/1918,,1918,NY,Co E4259,Columbia,"Tenor, Chorus, Piano",,,
S2795,16.156,S 71580-A,Thomas La Rue,Yidele Farlier Nit Dein Hoffnung,06/1923,,1923,NY,Ok 14079,OKeh,Tenor & Orchestra,,,
S2796,16.156,S 71581-A,Thomas La Rue,Misratzeh Berach'mim,06/1923,,1923,NY,Ok 14079,OKeh,Tenor & Orchestra,,,
S2797,16.157,E 28386,Pinchus Lavenda,Yom Kippur In Shul-Al Chet (Confessing) - Comic Song,10/26/1928,,1928,NY,Br rej,Brunswick,Tenor & Orchestra,Alex Olshanetsky (arranger & director); Dave Tarras (clarinet),"Alexander Olshanetsky (arranger), Alexander Olshanetsky (director), Dave Tarras (clarinet)",(b. 1898). 9-man orchestra
S2798,16.157,E 28387,Pinchus Lavenda,"Dinele (Dinah), from ""Goldene Tag""",10/26/1928,,1928,NY,Br 67125,Brunswick,Tenor & Orchestra ,Alex Olshanetsky (composer & director); Dave Tarras (clarinet),"Alexander Olshanetsky (composer), Alexander Olshanetsky (director), Dave Tarras (clarinet)",9-man orchestra
S2799,16.157,E 28494,Pinchus Lavenda,"Hob A Harts! (Have A Heart), from ""Der Grine Chusen""",10/26/1928,,1928,NY,Br rej,Brunswick,Tenor & Orchestra ,S. Secunda (composer); Alex Olshanetsky (arranger & director); Dave Tarras (clarinet),"Sholom Secunda (composer), Alexander Olshanetsky (arranger), Alexander Olshanetsky (director), Dave Tarras (clarinet)",9-man orchestra
S2800,16.157,E 28729,Pinchus Lavenda,Schwartze Natasha (Black Natasha) - Pt. 1,11/12/1928,,1928,NY,Br 67135,Brunswick,Tenor & Orchestra,Alex Olshanetsky & Pinchus Lavenda (composers); Alex Olshanetsky (director); Dave Tarras (clarinet),"Pinchus Lavenda (composer), Alexander Olshanetsky (composer), Alexander Olshanetsky (director), Dave Tarras (clarinet)",10-man orchestra
S2801,16.157,E 28730,Pinchus Lavenda,Schwartze Natasha (Black Natasha) - Pt. 2,11/12/1928,,1928,NY,Br 67135,Brunswick,Tenor & Orchestra ,Alex Olshanetsky & Pinchus Lavenda (composers); Alex Olshanetsky (director); Dave Tarras (clarinet),"Pinchus Lavenda (composer), Alexander Olshanetsky (composer), Alexander Olshanetsky (director), Dave Tarras (clarinet)",10-man orchestra
S2802,16.157,E 28814,Pinchus Lavenda,"Hob A Harts! (Have A Heart), from ""Der Grine Chusen""",11/17/1928,,1928,NY,Br 67125,Brunswick,Tenor & Orchestra ,S. Secunda (composer); Alex Olshanetsky (arranger & director); Dave Tarras (clarinet),"Sholom Secunda (composer), Alexander Olshanetsky (arranger), Alexander Olshanetsky (director), Dave Tarras (clarinet)",9-man orchestra
S2803,16.157,E 29399,Pinchus Lavenda,Der Yiddisher Soldat (The Yiddish Soldier),03/08/1929,,1929,NY,Vo 67141,Vocalion,Tenor & Orchestra,Alex Olshanetsky (composer & director); Dave Tarras (clarinet),"Alexander Olshanetsky (composer), Alexander Olshanetsky (director), Dave Tarras (clarinet)",10-man orchestra
S2804,16.157,E 29501,Pinchus Lavenda,A Bissele Glik (A Little Luck),03/08/1929,,1929,NY,Vo 67141,Vocalion,Tenor & Orchestra ,Alex Olshanetsky (composer & director); Dave Tarras (clarinet),"Alexander Olshanetsky (composer), Alexander Olshanetsky (director), Dave Tarras (clarinet)",10-man orchestra
S2805,16.157,E 29505,Pinchus Lavenda,Kedishen Ringele (Wedding Ring),03/09/1929,,1929,NY,Vo 67144,Vocalion,Tenor & Orchestra ,Alex Olshanetsky (composer & director); Dave Tarras (clarinet),"Alexander Olshanetsky (composer), Alexander Olshanetsky (director), Dave Tarras (clarinet)",10-man orchestra
S2806,16.157,E 29506,Pinchus Lavenda,Baim Vigele (Cradle Song),03/09/1929,,1929,NY,Vo 67144,Vocalion,Tenor & Orchestra,Alex Olshanetsky (composer & director); Dave Tarras (clarinet),"Alexander Olshanetsky (composer), Alexander Olshanetsky (director), Dave Tarras (clarinet)",10-man orchestra
S2807,16.157,E 29663,Pinchus Lavenda,A Taiere Heim (A Dear Home),04/16/1929,,1929,NY,Vo 67151,Vocalion,Tenor & Orchestra,Alex Olshanetsky & ShloSoerg (composers); Alex Olshanetsky (director); Dave Tarras (clarinet),"Alexander Olshanetsky (composer), Alexander Olshanetsky (director), Dave Tarras (clarinet)",
S2808,16.157,E 29664,Pinchus Lavenda,Helden Fin Amul (Hereos Of The Past),04/16/1929,,1929,NY,Vo 67151,Vocalion,Tenor & Orchestra,Alex Olshanetsky (composer & director); Dave Tarras (clarinet),"Alexander Olshanetsky (composer), Alexander Olshanetsky (director), Dave Tarras (clarinet)",
S2809,16.157,E 31740,Pinchus Lavenda,"Hertzer, Neshumes Tzwei (Two Hearts, Two Souls), from ""Galitzianer Rebetzin)",12/1929,,1929,NY,Vo 67167,Vocalion,Tenor & Orchestra,H. Wohl (composer),Herman Wohl (composer),
S2810,16.157,E 31742,Pinchus Lavenda,A Frau Vus Fargesst Nit (A Woman Who Remembers),12/1929,,1929,NY,Vo 67178,Vocalion,Tenor & Orchestra,A. Olshanetsky & P. Lavenda (composers),"Pinchus Lavenda (composer), Alexander Olshanetsky (composer",
S2811,16.158,41887-2,Aaron Lebedeff,Lekovid Shabes,07/1921,,1921,NY,Em 13187,Emerson,Tenor & Orchestra,Louis Friedsell (director),Louis Friedsell (director),(1873-1960)
S2812,16.158,41888-2,Aaron Lebedeff,Hulie Kabtzen,07/1921,,1921,NY,Em 13186,Emerson,Tenor & Orchestra,Louis Friedsell (director),Louis Friedsell (director),
S2813,16.158,41889-2,Aaron Lebedeff,Der Yeitzer Hore,07/1921,,1921,NY,Em 13186,Emerson,Tenor & Orchestra,Louis Friedsell (director),Louis Friedsell (director),
S2814,16.158,41890-2,Aaron Lebedeff,Kolzman Me Leibt Sol Sein Geleibt,07/1921,,1921,NY,Em 13187,Emerson,Tenor & Orchestra,Louis Friedsell (director),Louis Friedsell (director),
S2815,16.158,42089-2,Aaron Lebedeff,"Kavkass, fun ""Lovka Maladetz""",12/1921,,1921,NY,Em 13205,Emerson,Tenor & Orchestra,GiIrod & Sandler (composers) Louis Friedsell (director),"Peretz Sandler (composer), Louis Gilrod (composer), Louis Friedsell (director)",
S2816,16.158,42090-2,Aaron Lebedeff,"S'is Gefonfet, fun ""Yushke Chvat""",12/1921,,1921,NY,Em 13205,Emerson,Tenor & Orchestra,Louis Friedsell (director),Louis Friedsell (director),
S2817,16.158,42235-2,Aaron Lebedeff,Yiches (Lineage),02/1922,,1922,NY,Em 13214,Emerson,Tenor & Orchestra,Louis Friedsell (director),Louis Friedsell (director),
