"sponsorID","sponsorName","sponsorInstitutionType","sponsorType"
"SPR2041","The Antwerb Pirchim Choir","-","Record Label"
"SPR2042","The Board of Jewish Education in Metropolitan Chicago","-","Record Label"
"SPR2043","The Cathedral of Chichester, in Sussex, England","Religious Organization (Ecumenical)","Commissioned"
"SPR2044","The Concord Hotel","-","Record Label"
"SPR2045","The Coronet Recording","-","Record Label"
"SPR2046","The Council of Hazzanim","-","Record Label"
"SPR2047","The Covenent of the Soldiers of Etzel","-","Record Label"
"SPR2048","The Creative Vbocalization","-","Record Label"
"SPR2049","The Drama of Palestine","-","Record Label"
"SPR205","Austro Mechana","-","Record Label"
"SPR2050","The Folk Dancer","-","Record Label"
"SPR2051","The Golden Record Library","-","Record Label"
"SPR2052","The Guild Trio","Ensemble/Artist (musical)","Commissioned"
"SPR2053","The Hebrew Publishin Co.","-","Publisher"
"SPR2054","The Hebrew Publishing Co.","-","Publisher"
"SPR2055","The Hebrew Publishing Company","-","Publisher"
"SPR2056","The Hester Street Troupe Inc.","-","Record Label"
"SPR2057","The Hit","-","Record Label"
"SPR2058","The Horace Promotions","-","Record Label"
"SPR2059","The House","-","Record Label"
"SPR206","Avan El Productions; VEP Generations","-","Record Label"
"SPR2060","The Israel Pops","-","Record Label"
"SPR2061","The Jewish Braile Institute","-","Record Label"
"SPR2062","The Jewish Community Center of Teaneck,N.J","-","Record Label"
"SPR2063","The Jewish Education Committee","-","Record Label"
"SPR2064","The Jewish Education Committee NY","-","Publisher"
"SPR2065","The Jewish Education Committee of NY","-","Record Label"
"SPR2066","The Jewish Education Committee, NY","-","Publisher"
"SPR2067","The Jewish Learning Group","-","Record Label"
"SPR2068","The Jewish Reconstructionist","-","Record Label"
"SPR2069","The John Church Co.","-","Publisher"
"SPR207","Avatar Studios and Back Pocket Studios","-","Record Label"
"SPR2070","The L.A.united jewish wellfare Fund","-","Record Label"
"SPR2071","The League of Composers","Cultural Organization/Individual (non-Jewish/secular)","Commissioned"
"SPR2072","The Living Language Courses","-","Record Label"
"SPR2073","The Music Lab","-","Record Label"
"SPR2074","The musical Heritage Society","-","Record Label"
"SPR2075","The National Academy","-","Record Label"
"SPR2076","The National Women's League of United Synagogue","-","Record Label"
"SPR2077","The New England Free Press","-","Publisher"
"SPR2078","The Nise Sound","-","Record Label"
"SPR2079","The Oysher Heritage","-","Record Label"
"SPR208","Avi Gueta Productions","-","Record Label"
"SPR2080","The Panpiper","-","Record Label"
"SPR2081","The Pioneer Women","-","Publisher"
"SPR2082","The Radio Years","-","Record Label"
"SPR2083","The Really Useful Group","-","Record Label"
"SPR2084","The Relaxing Guitar","-","Record Label"
"SPR2085","The Renanah Music Co.","-","Publisher"
"SPR2086","The Sephardic Heritage","-","Record Label"
"SPR2087","The Shteeble-Hoppers","-","Record Label"
"SPR2088","The Sound of Learning","-","Record Label"
"SPR2089","The Star Music Publishing Co.,","-","Publisher"
"SPR209","Avid","-","Record Label"
"SPR2090","The Temple (Cleveland)","Synagogue","Commissioned"
"SPR2091","The Union of American Hebrew Congregations","-","Record Label"
"SPR2092","The United Record Co. ","-","Record Label"
"SPR2093","The Workmen's Circle Publisher","-","Record Label"
"SPR2094","The Young Judaean","-","Publisher"
"SPR2095","The Zemel Choir","-","Record Label"
"SPR2096","Theodor Lohn","-","Publisher"
"SPR2097","Theodore Lohr","-","Publisher"
"SPR2098","Thomas Garber","-","Publisher"
"SPR2099","Thorofon","-","Record Label"
"SPR21","A & M Records","-","Record Label"
"SPR210","AviSongs","-","Record Label"
"SPR2100","Tico","-","Record Label"
"SPR2101","Tikva - Eurotone","-","Record Label"
"SPR2102","Time Life records","-","Record Label"
"SPR2103","Tipheres","-","Record Label"
"SPR2104","Tiptoe","-","Record Label"
"SPR2105","Titanic Records","-","Record Label"
"SPR2106","Tivell Records","-","Record Label"
"SPR2107","TKT Productions","-","Record Label"
"SPR2108","Tocca","-","Record Label"
"SPR2109","Tom Branick","-","Record Label"
"SPR211","Aviv Productions","-","Record Label"
"SPR2110","Torah Aura Productions","-","Record Label"
"SPR2111","Torah Umesorah Publication","-","Record Label"
"SPR2112","Torca Records","-","Record Label"
"SPR2113","Torch","-","Record Label"
"SPR2114","Toreaddr","-","Record Label"
"SPR2115","Tovya Records","-","Record Label"
"SPR2116","Tower","-","Record Label"
"SPR2117","Tr Productions","-","Record Label"
"SPR2118","Trace","-","Record Label"
"SPR2119","Tradition","-","Record Label"
"SPR212","Aviva Records","-","Record Label"
"SPR2120","Tradition Everest","-","Record Label"
"SPR2121","Traditional Crossroads","-","Record Label"
"SPR2122","Tran Scriptures","-","Record Label"
"SPR2123","Transcontinental Music Corp.","-","Publisher"
"SPR2124","Transcontinental Music Corporation","-","Publisher"
"SPR2125","Transcontinental Music Publicatio","-","Publisher"
"SPR2126","Transcontinental Music Publication","-","Publisher"
"SPR2127","Transcontinental Music Publications","-","Record Label"
"SPR2128","Treasure Productions","-","Record Label"
"SPR2129","Trema Music","-","Record Label"
"SPR213","Avner Productions","-","Record Label"
"SPR2130","Trianon","-","Record Label"
"SPR2131","Tribute Records","-","Record Label"
"SPR2132","Trikont","-","Record Label"
"SPR2133","Trimon","-","Record Label"
"SPR2134","Trio Press","-","Publisher"
"SPR2135","Trio Press Inc.","-","Publisher"
"SPR2136","Trio Press, Inc","-","Publisher"
"SPR2137","Trio Press, Inc.","-","Publisher"
"SPR2138","Trio Press, Inc.,","-","Publisher"
"SPR2139","Triton Studios","-","Record Label"
"SPR214","Avshalom Cohen","-","Publisher"
"SPR2140","Tritone Studios","-","Record Label"
"SPR2141","Trocadero Records","-","Record Label"
"SPR2142","Troubadour","-","Record Label"
"SPR2143","Tryon Studios","-","Record Label"
"SPR2144","TSE","-","Record Label"
"SPR2145","Tsuzamen Productions/Blue Hill Recordings","-","Record Label"
"SPR2146","Tulip Farm Publishing","-","Record Label"
"SPR2147","Tullen Sound Recording","-","Record Label"
"SPR2148","Tune-of-the Century music","-","Record Label"
"SPR2149","Turtle Muse Digital Arts","-","Record Label"
"SPR215","Award Records","-","Record Label"
"SPR2150","TV Matters","-","Record Label"
"SPR2151","Tyler Music, Ltd","-","Publisher"
"SPR2152","Tzadik","-","Record Label"
"SPR2153","Tzahalah","-","Record Label"
"SPR2154","Tzahalah Production","-","Record Label"
"SPR2155","Tzimmes","-","Record Label"
"SPR2156","Tzofim","-","Record Label"
"SPR2157","U of Illinois","-","Record Label"
"SPR2158","U.S. Recording Co.","-","Record Label"
"SPR2159","UAHC","-","Record Label"
"SPR216","Azoi Records","-","Record Label"
"SPR2160","UAHC - HUC","-","Record Label"
"SPR2161","UAHCSI","-","Record Label"
"SPR2162","UHAC","-","Record Label"
"SPR2163","UHD&C","-","Record Label"
"SPR2164","UJA","-","Record Label"
"SPR2165","Ultimate Issues","-","Record Label"
"SPR2166","Ultra","-","Record Label"
"SPR2167","Ultra Fidelity Record Co.","-","Record Label"
"SPR2168","Ultra Recording","-","Record Label"
"SPR2169","Ultra Sound","-","Record Label"
"SPR217","Azure Music","-","Record Label"
"SPR2170","Ultraphon","-","Record Label"
"SPR2171","Ultrasonic","-","Record Label"
"SPR2172","Uncle Moishe","-","Record Label"
"SPR2173","Uni","-","Record Label"
"SPR2174","Unicorn Records","-","Record Label"
"SPR2175","Union of American Hebrew Congregations","-","Record Label"
"SPR2176","Union of American Hebrew Congregations","Religious Organization (Jewish)","Commissioned"
"SPR2177","Union Prayerbook (1932)/CCAR","Religious Organization (Jewish)","Commissioned"
"SPR2178","Unique Sounds","-","Record Label"
"SPR2179","United Artists Records","-","Record Label"
"SPR218","Azure/BMI","-","Record Label"
"SPR2180","United Hebrew Choral Societies","-","Publisher"
"SPR2181","United Hebrew Disc & Cylinder","-","Record Label"
"SPR2182","United Hebrew Disk & Cylinder","-","Record Label"
"SPR2183","United Jewish Appeal","-","Record Label"
"SPR2184","United Jewish Laymen's Committee","-","Record Label"
"SPR2185","United Sound","-","Record Label"
"SPR2186","United Synagogue","-","Record Label"
"SPR2187","United Synagogue of America","Religious Organization (Jewish)","Commissioned"
"SPR2188","United Synagogues of America","-","Record Label"
"SPR2189","United Talmud Torah","-","Record Label"
"SPR219","B","-","Record Label"
"SPR2190","United Y’s of Long Island, New York","Cultural Organization/Individual (Jewish)","Commissioned"
"SPR2191","Univ of Wash Press","-","Record Label"
"SPR2192","Universal Recordings","-","Record Label"
"SPR2193","Universe","-","Record Label"
"SPR2194","University of Hradec Králové","Educational Institution (non-Jewish/secular)","Commissioned"
"SPR2195","University of Judaism (Los Angeles)","Educational Institution (Jewish)","Commissioned"
"SPR2196","University of Virginia","Educational Institution (non-Jewish/secular)","Commissioned"
"SPR2197","University of Wisconsin","-","Record Label"
"SPR2198","UniversityBroadcast Services","-","Record Label"
"SPR2199","Unknown","-","Record Label"
"SPR22","A & R Records","-","Record Label"
"SPR220","B.M. Records Ltd.","-","Record Label"
"SPR2200","UQR","-","Record Label"
"SPR2201","Uradisc","-","Record Label"
"SPR2202","URSC","-","Record Label"
"SPR2203","US Everlasting Records","-","Record Label"
"SPR2204","US Holocaust Memorial Museum","-","Record Label"
"SPR2205","USI Unique Sound","-","Record Label"
"SPR2206","USSR","-","Record Label"
"SPR2207","USSR / NY Fair 1939","-","Record Label"
"SPR2208","USSR / Stinson","-","Record Label"
"SPR2209","UTR","-","Record Label"
"SPR221","B.T. Productions","-","Record Label"
"SPR2210","V'all Kein Productions","-","Record Label"
"SPR2211","Vagabond Records","-","Record Label"
"SPR2212","Van Buren Artistic Recordings","-","Record Label"
"SPR2213","Vanguard","-","Record Label"
"SPR2214","Variety Studios","-","Record Label"
"SPR2215","Varsity","-","Record Label"
"SPR2216","VDisc","-","Record Label"
"SPR2217","Vee-Jay","-","Record Label"
"SPR2218","Velvel Pasternak","-","Record Label"
"SPR2219","Vera Rozanka","-","Record Label"
"SPR222","B'emet Productions","-","Record Label"
"SPR2220","Verlag Plaene","-","Record Label"
"SPR2221","Versailles","-","Record Label"
"SPR2222","Verve","-","Record Label"
"SPR2223","Vibra-Sound Recording","-","Record Label"
"SPR2224","Vibra-Sound Studio","-","Record Label"
"SPR2225","Victor","-","Record Label"
"SPR2226","Victor - His Master's Voice","-","Record Label"
"SPR2227","Victor (Special Record Mfg. for Gramophone)","-","Record Label"
"SPR2228","Victor [ Find GR]","-","Record Label"
"SPR2229","Victor [Find GR]","-","Record Label"
"SPR223","B'Nai Amoona","-","Record Label"
"SPR2230","Victor [Find LM, VCM, GR ]","-","Record Label"
"SPR2231","Victor [Find LPM, GR]","-","Record Label"
"SPR2232","Victor [Find V, EPOT, LM,  LP, VCM, GR ]","-","Record Label"
"SPR2233","Victor [Find V, LM, VCM, VIC ]","-","Record Label"
"SPR2234","Victor [Find VCM]","-","Record Label"
"SPR2235","Victor Record","-","Record Label"
"SPR2236","Victor, ","-","Record Label"
"SPR2237","Victor, [Find Cam]","-","Record Label"
"SPR2238","Victor, [Find Eminent HG, Menorah  ]","-","Record Label"
"SPR2239","Victor, [Find FL]","-","Record Label"
"SPR224","B'nai Brith Youth Organization","-","Record Label"
"SPR2240","Victor, [Find FW FSS & GV records]","-","Record Label"
"SPR2241","Victor, [Find GR]","-","Record Label"
"SPR2242","Victor, [Find GV]","-","Record Label"
"SPR2243","Victor, [Find HMV ]","-","Record Label"
"SPR2244","Victor, [Find HMV, AM]","-","Record Label"
"SPR2245","Victor, [Find HMV, AN]","-","Record Label"
"SPR2246","Victor, [Find HMV, GR]","-","Record Label"
"SPR2247","Victor, [Find HMV, LC LBC ]","-","Record Label"
"SPR2248","Victor, [Find HMV, Scala]","-","Record Label"
"SPR2249","Victor, [Find HMV]","-","Record Label"
"SPR225","B'nai Israel","-","Record Label"
"SPR2250","Victor, [Find LM, VCM]","-","Record Label"
"SPR2251","Victor, [Find Menorah  ]","-","Record Label"
"SPR2252","Victor, [Find RCA]","-","Record Label"
"SPR2253","Victor, [Find Rus]","-","Record Label"
"SPR2254","Victor, [Find Scala]","-","Record Label"
"SPR2255","Victor, [Find V, Cam]","-","Record Label"
"SPR2256","Victor, [Find V]","-","Record Label"
"SPR2257","Victor, [Find VIC, Cam]","-","Record Label"
"SPR2258","Victor, [Find VIC, WST]","-","Record Label"
"SPR2259","Victor, [Find VIC]","-","Record Label"
"SPR226","B&R Productions","-","Record Label"
"SPR2260","Victor, [Find WST, HMV]","-","Record Label"
"SPR2261","Victor, [Finds FW FSS, GV ]","-","Record Label"
"SPR2262","Victor, FL","-","Record Label"
"SPR2263","Victor, Gramophone","-","Record Label"
"SPR2264","Victor, Gramophone, Gramophone France","-","Record Label"
"SPR2265","Victor, His Masters Voice","-","Record Label"
"SPR2266","Victor, His Masters Voice, [Find FL]","-","Record Label"
"SPR2267","Victor*","-","Record Label"
"SPR2268","Victrola Record","-","Record Label"
"SPR2269","Viola Arnove","-","Record Label"
"SPR227","Baby Monster Studios","-","Record Label"
"SPR2270","VIP Communications","-","Record Label"
"SPR2271","Visart Ltd.","-","Record Label"
"SPR2272","Vision & Sound","-","Record Label"
"SPR2273","Vista","-","Record Label"
"SPR2274","Vistas of Israel","-","Record Label"
"SPR2275","Vita Tone","-","Record Label"
"SPR2276","Vocaleeze","-","Record Label"
"SPR2277","Vocaleeze Productions","-","Record Label"
"SPR2278","Vocalion","-","Record Label"
"SPR2279","Vocalion, Brunswick","-","Record Label"
"SPR228","Baby-Record","-","Record Label"
"SPR2280","Vocalion*","-","Record Label"
"SPR2281","Vogt Quality Recording","-","Record Label"
"SPR2282","Vogue","-","Record Label"
"SPR2283","Voice of Torah","-","Record Label"
"SPR2284","Volk's Theater Co.","-","Publisher"
"SPR2285","Vox","-","Record Label"
"SPR2286","Vox Sound Studio","-","Record Label"
"SPR2287","VQR","-","Record Label"
"SPR2288","Wakefield Recording Co","-","Record Label"
"SPR2289","Waldkircher","-","Record Label"
"SPR229","Bainbridge","-","Record Label"
"SPR2290","Wantagh Jewish Center","-","Record Label"
"SPR2291","Warner Bros Records","-","Record Label"
"SPR2292","Warner Brothers Publications, Inc","-","Publisher"
"SPR2293","Warwick","-","Record Label"
"SPR2294","Washington Records","-","Record Label"
"SPR2295","WEA music","-","Record Label"
"SPR2296","Webster","-","Record Label"
"SPR2297","Welt Musik","-","Record Label"
"SPR2298","WernerBros.","-","Record Label"
"SPR2299","Wero","-","Record Label"
"SPR23","A & S Production","-","Record Label"
"SPR230","Balkan Arts Center","-","Record Label"
"SPR2300","West Brothers","-","Record Label"
"SPR2301","West Broward Jewish Center","-","Record Label"
"SPR2302","Western Wind Records","-","Record Label"
"SPR2303","Westminster Recording","-","Record Label"
"SPR2304","WFMT","-","Record Label"
"SPR2305","WHC Records","-","Record Label"
"SPR2306","White Plains (New York) Jewish Center","Synagogue","Commissioned"
"SPR2307","Widder","-","Record Label"
"SPR2308","Wifon","-","Record Label"
"SPR2309","William Martin Music Co.","-","Record Label"
"SPR231","Baltimore Symphony Orchestra","Ensemble/Artist (musical)","Commissioned"
"SPR2310","William Taylor & Co","-","Publisher"
"SPR2311","Wilshire Boulevard Temple, Los Angeles","Synagogue","Commissioned"
"SPR2312","Windblown Music","-","Record Label"
"SPR2313","Windsor Records, Inc.","-","Record Label"
"SPR2314","Wisconson Society for Jewish Learning","-","Record Label"
"SPR2315","Wiznets","-","Record Label"
"SPR2316","Wizo","-","Record Label"
"SPR2317","WJG Productions","-","Record Label"
"SPR2318","WJSF","-","Record Label"
"SPR2319","Women's League","-","Record Label"
"SPR232","BAM Records","-","Record Label"
"SPR2320","Wonderland Music","-","Record Label"
"SPR2321","Word & Music","-","Record Label"
"SPR2322","Workman's Circle Education Department","-","Record Label"
"SPR2323","Workmen's Circle","-","Record Label"
"SPR2324","Workmen's Circle Chorus","-","Publisher"
"SPR2325","World Broadcasting System (Decca)","-","Record Label"
"SPR2326","World Class","-","Record Label"
"SPR2327","World Federation of the Bergen Belsen Survivors","-","Record Label"
"SPR2328","World Music Network","-","Record Label"
"SPR2329","World Pacific","-","Record Label"
"SPR233","Banner","-","Record Label"
"SPR2330","World Record Club","-","Record Label"
"SPR2331","World Records","-","Record Label"
"SPR2332","World Stereo","-","Record Label"
"SPR2333","World Wide Records","-","Record Label"
"SPR2334","World Wide Success Records","-","Record Label"
"SPR2335","World Zionist Congress","-","Record Label"
"SPR2336","Worldtone Records","-","Record Label"
"SPR2337","Worldwide Success Records","-","Record Label"
"SPR2338","WRS Segue Records","-","Record Label"
"SPR2339","WUOM University of Michigan radio station","Broadcast Media Company","Commissioned"
"SPR234","Banner - Carnival","-","Record Label"
"SPR2340","WW","-","Record Label"
"SPR2341","WXXI FM","-","Record Label"
"SPR2342","WXXI-FM","-","Record Label"
"SPR2343","XenoPhile","-","Record Label"
"SPR2344","Y & Y Productions","-","Record Label"
"SPR2345","Y.S.Music","-","Record Label"
"SPR2346","Y&Y","-","Record Label"
"SPR2347","Yaakov's Melodies Yeshiva","-","Record Label"
"SPR2348","Yad Bezemer","-","Record Label"
"SPR2349","Yale Repertory Theatre","Ensemble/Artist (non-musical)","Commissioned"
"SPR235","Banner Record","-","Record Label"
"SPR2350","Yale Studio","-","Record Label"
"SPR2351","Yale University Music Library","-","Record Label"
"SPR2352","Yazoo Records","-","Record Label"
"SPR2353","Yehuda Agmon Productions","-","Record Label"
"SPR2354","Yeled","-","Record Label"
"SPR2355","Yemima Records","-","Record Label"
"SPR2356","Yeshiva Melodies","-","Record Label"
"SPR2357","Yeshiva Tiferes Yisroel","-","Record Label"
"SPR2358","Yeshiva University","-","Record Label"
"SPR2359","Yeshivah Gedolah Bais Yisorel","-","Record Label"
"SPR236","Banner Records","-","Record Label"
"SPR2360","YGBY","-","Record Label"
"SPR2361","Yiddish Art Theater","Ensemble/Artist (non-musical)","Commissioned"
"SPR2362","Yiddish Kinder","-","Record Label"
"SPR2363","Yiddish Literature Records","-","Record Label"
"SPR2364","Yiddishe Cup Klezmer Band","-","Record Label"
"SPR2365","Yiddishland Records","-","Record Label"
"SPR2366","Yidish Nakhas","-","Record Label"
"SPR2367","Yisrael","-","Record Label"
"SPR2368","YIVO","-","Record Label"
"SPR2369","YMHA, New York, for the “Jewish Opera at the Y” series","Cultural Organization/Individual (Jewish)","Commissioned"
"SPR237","Banner Records*","-","Record Label"
"SPR2370","Yonah Records","-","Record Label"
"SPR2371","Yossi Green Productions","-","Record Label"
"SPR2372","Yossi Karavany","-","Record Label"
"SPR2373","Yossi Rubinstein","-","Record Label"
"SPR2374","YTS 90","-","Record Label"
"SPR2375","Yugntruf","-","Record Label"
"SPR2376","Yuval Music Production","-","Record Label"
"SPR2377","Zahav Productions","-","Record Label"
"SPR2378","Zahav Records","-","Record Label"
"SPR2379","Zamir","-","Record Label"
"SPR238","Bantam Audio Publishing","-","Record Label"
"SPR2380","Zamir Chorale of Boston","-","Record Label"
"SPR2381","Zamru Productions","-","Record Label"
"SPR2382","Zeirei Agudath Israel","-","Record Label"
"SPR2383","Zemer","-","Record Label"
"SPR2384","Zimrah","-","Record Label"
"SPR2385","Zimrani Records","-","Record Label"
"SPR2386","Zimray","-","Record Label"
"SPR2387","Zimro Ensemble","Ensemble/Artist (musical)","Commissioned"
"SPR2388","Zimrot Haaretz","-","Record Label"
"SPR2389","Zion Records","-","Record Label"
"SPR239","Barber Shop Recording Studio","-","Record Label"
"SPR2390","Ziona Records","-","Record Label"
"SPR2391","ZLB","-","Record Label"
"SPR2392","ZM","-","Record Label"
"SPR2393","Zohar Production","-","Record Label"
"SPR2394","Zon-O-Phone","-","Record Label"
"SPR2395","Zonophone","-","Record Label"
"SPR2396","Zonophone, Victor","-","Record Label"
"SPR2397","Zonophone, Victor ","-","Record Label"
"SPR24","A Praire Home Company","-","Record Label"
"SPR240","Barclay","-","Record Label"
"SPR241","Bari Productions","-","Record Label"
"SPR242","Baroque Records","-","Record Label"
"SPR243","Bat-Kol","-","Record Label"
"SPR244","Batya Music Productions","-","Record Label"
"SPR245","Behar/Berg Producers","-","Record Label"
"SPR246","Beit - El Yeshiva Center","-","Record Label"
"SPR247","Beka","-","Record Label"
"SPR248","Beka Grand Record","-","Record Label"
"SPR249","Belair","-","Record Label"
"SPR25","A Teres","-","Publisher"
"SPR250","Bell Records","-","Record Label"
"SPR251","Belladonna Records","-","Record Label"
"SPR252","Belwin","-","Record Label"
"SPR253","Belwin, Inc","-","Publisher"
"SPR254","Bema","-","Record Label"
"SPR255","Ben Hecht (Journalist)","Individual","Commissioned"
"SPR256","Ben Yamin Recorda","-","Record Label"
"SPR257","Ben Yamin Records","-","Record Label"
"SPR258","Ben Zion","-","Record Label"
"SPR259","Benno Balan, Jerusalem, Israel","-","Publisher"
"SPR26","A Teres Music Dealer & Publisher","-","Publisher"
"SPR260","Bensongs","-","Record Label"
"SPR261","Bensoussan Production","-","Record Label"
"SPR262","Berliner Gram-o-phone","-","Record Label"
"SPR263","Berliner Jüdische Gemeinde","Religious Organization (Jewish)","Commissioned"
"SPR264","Berlitz","-","Record Label"
"SPR265","Bermar","-","Record Label"
"SPR266","Besa","-","Record Label"
"SPR267","Best Records","-","Record Label"
"SPR268","Beth Abraham Youth Chorale, Dayton, Ohio","Synagogue","Commissioned"
"SPR269","Beth Abraham Youth Chorale(Dayton, Ohio)","Synagogue","Commissioned"
"SPR27","A Teres music dealer and publisher","-","Publisher"
"SPR270","Beth Am","-","Record Label"
"SPR271","Beth El","-","Record Label"
"SPR272","Beth El Junior Chorale Society","-","Record Label"
"SPR273","Beth Hatefutsoth","-","Record Label"
"SPR274","Beth Hatefutsoth museum","-","Record Label"
"SPR275","Beth Hatefutsoth Records","-","Record Label"
"SPR276","Beth Ora","-","Record Label"
"SPR277","Beth Shalom","-","Record Label"
"SPR278","Beth Sholom Temple","Synagogue","Commissioned"
"SPR279","Beth Sholom-Kolayh Records","-","Record Label"
"SPR28","A World of Music","-","Record Label"
"SPR280","Beth Tfiloh","-","Record Label"
"SPR281","Beth Torah Congregation","-","Record Label"
"SPR282","Beverly Hills","-","Record Label"
"SPR283","BH Productions","-","Record Label"
"SPR284","BHR","-","Record Label"
"SPR285","Bibletone","-","Record Label"
"SPR286","BIEM","-","Record Label"
"SPR287","BiFTY","-","Record Label"
"SPR288","Bimott","-","Record Label"
"SPR289","Bin Noon","-","Record Label"
"SPR29","A. Goldberg","-","Publisher"
"SPR290","Biram","-","Record Label"
"SPR291","BiS","-","Record Label"
"SPR292","BJE","-","Record Label"
"SPR293","Bloch Publishing","-","Publisher"
"SPR294","Bloch Publishing Co","-","Publisher"
"SPR295","Bloch Publishing Co.","-","Publisher"
"SPR296","Bloch Publishing Com","-","Publisher"
"SPR297","Bloch Publishing Company","-","Publisher"
"SPR298","Blue Jazz Records","-","Record Label"
"SPR299","Bluebird","-","Record Label"
"SPR3","","-","Record Label"
"SPR30","A. Mindlin","-","Publisher"
"SPR300","Bluetone Productions","-","Record Label"
"SPR301","BMG Music","-","Record Label"
"SPR302","BMI","-","Record Label"
"SPR303","bnai amoona","-","Record Label"
"SPR304","Bnai Yiddish","-","Record Label"
"SPR305","Bobtone","-","Record Label"
"SPR306","BOMR","-","Record Label"
"SPR307","Boo - Boo","-","Record Label"
"SPR308","Book-Records, Inc","-","Record Label"
"SPR309","Borealis","-","Record Label"
"SPR31","A. Teres","-","Publisher"
"SPR310","Boston Academy","-","Record Label"
"SPR311","Boston Pops Orchestra","Ensemble/Artist (musical)","Commissioned"
"SPR312","Boston Symphony Orchestra, Koussevitzky Music Foundation","Consortium","Commissioned"
"SPR313","Bourne","-","Record Label"
"SPR314","Bourne Music Publishers","-","Publisher"
"SPR315","Bowmar Records","-","Record Label"
"SPR316","Boyd Recording","-","Record Label"
"SPR317","Braemer Foundation","Cultural Organization/Individual (Jewish)","Commissioned"
"SPR318","Brandeis University","-","Record Label"
"SPR319","Brandeis Youth Foundation","-","Record Label"
"SPR32","A. Teres Music Deal","-","Publisher"
"SPR320","Brandeis-Bardin","Educational Institution (Jewish)","Commissioned"
"SPR321","Bravo Records","-","Record Label"
"SPR322","Breaking Records","-","Record Label"
"SPR323","Bregman, Vocco & Conn, Inc.","-","Publisher"
"SPR324","Bren Associates","-","Record Label"
"SPR325","Brentwood Music","-","Record Label"
"SPR326","Breslov Research institute","-","Record Label"
"SPR327","Brigadiers","-","Record Label"
"SPR328","Broadcast - Vocalion Gramophone","-","Record Label"
"SPR329","Broadcast Twelve","-","Record Label"
"SPR33","A. Teres Music Dealer","-","Publisher"
"SPR330","Broadway","-","Record Label"
"SPR331","Bronjo","-","Record Label"
"SPR332","Brown-Collins","-","Record Label"
"SPR333","Bruno","-","Record Label"
"SPR334","Brunswick","-","Record Label"
"SPR335","Brunswick ","-","Record Label"
"SPR336","Brunswick, Vocalion","-","Record Label"
"SPR337","Brunswick*","-","Record Label"
"SPR338","Bryn Mawr College Chorus","Educational Institution (non-Jewish/secular)","Commissioned"
"SPR339","Bryste Records","-","Record Label"
"SPR34","A. Teres Music Dealer & Publisher","-","Publisher"
"SPR340","Buddah Records","-","Record Label"
"SPR341","Buragan","-","Record Label"
"SPR342","Bureau of Jewish Education - LA Jewish Community Council","-","Record Label"
"SPR343","Bureau of Jewish Education, Buffalo NY","-","Record Label"
"SPR344","C & R Productions","-","Record Label"
"SPR345","C.M.A. Records","-","Record Label"
"SPR346","C.P. Music","-","Record Label"
"SPR347","C.Parchi","-","Record Label"
"SPR348","Cabot","-","Record Label"
"SPR349","Cadem Records","-","Record Label"
"SPR35","A. Teres Music Dealer and Publishe","-","Publisher"
"SPR350","Cadence Records","-","Record Label"
"SPR351","Cadenza Records","-","Record Label"
"SPR352","Caedmon","-","Record Label"
"SPR353","Calif Inst Semitic Lang","-","Record Label"
"SPR354","Calliope","-","Record Label"
"SPR355","Calumet Music Co.","-","Publisher"
"SPR356","Cameo","-","Record Label"
"SPR357","Camp Hillel","-","Record Label"
"SPR358","Camp Ramah in the Berkshires","-","Record Label"
"SPR359","Camp s'dei Chemed","-","Record Label"
"SPR36","A. Teres, Music Dealer","-","Publisher"
"SPR360","Campei HF","-","Record Label"
"SPR361","Candide","-","Record Label"
"SPR362","Candle","-","Record Label"
"SPR363","Canfei Ruach Productions","-","Record Label"
"SPR364","Cantor David Benedict, cantor at Temple Israel in Lawrence, New York","Synagogue","Commissioned"
"SPR365","Cantor Richard Botton, Lamp Unto My Feet","Cultural Organization/Individual (Jewish)","Commissioned"
"SPR366","Cantorial Record Co.","-","Record Label"
"SPR367","Cantorial Treasures","-","Record Label"
"SPR368","Cantorphone-Hagar Dist.","-","Record Label"
"SPR369","Cantors Assembly","-","Record Label"
"SPR37","A. Teres, Music Dealer & Publisher","-","Publisher"
"SPR370","Cantors Assembly","Religious Organization (Jewish)","Commissioned"
"SPR371","Cantors Assembly of America","Religious Organization (Jewish)","Commissioned"
"SPR372","Capco Hit Sound Records","-","Record Label"
"SPR373","Capitol Classics","-","Record Label"
"SPR374","Capitol Custom","-","Record Label"
"SPR375","Capitol Records","-","Record Label"
"SPR376","Caprice","-","Record Label"
"SPR377","Cardinal","-","Record Label"
"SPR378","Cari-Gale","-","Record Label"
"SPR379","Carinia","-","Record Label"
"SPR38","A.B.C. Recording Company","-","Record Label"
"SPR380","Carl Fisher","-","Publisher"
"SPR381","Carl Fisher Inc.","-","Publisher"
"SPR382","Carlye-Alpina S. A.","-","Publisher"
"SPR383","Carnival Records","-","Record Label"
"SPR384","Carol Records","-","Record Label"
"SPR385","Carroll Productions","-","Record Label"
"SPR386","Casa Hans","-","Publisher"
"SPR387","Casco Bay Trummlers","-","Record Label"
"SPR388","Caytronics","-","Record Label"
"SPR389","CBC","-","Record Label"
"SPR39","A.M. Productions","-","Record Label"
"SPR390","CBS","-","Record Label"
"SPR391","CBS - Embassy","-","Record Label"
