"title","titleID","genre","hebrewTitle","subject","org","transliteration","music","notes","translations"
"Kh'shtey In Der Mitogtsayt (Goodman)","T41977","Literary Origin/Women","כ'שטײ אין דער מיטאָגצײַט (גודמאַן)","Maturity/Love/Passion/Future","Penguin YID 523/Alb N-026(a)/Green 20/Korn 20","","","From song cycle ""Three Yiddish Poems"" I Stand in the Midday","Alb C-023(h)/Alb K-081(a)/Penguin YID 522 /Alb N-026(a)/Green 20/Korn 21"
"Azoy (Goodman)","T41978","Literary Origin","(אַזוי (גאָדמאַן","Song/Memory/Loss/Hushed/Dress","Penguin YID 97","","","Part of song cycle titled ""Three Yiddish Poems""","Penguin YID 96"
"Intime Nigunim","T41979","Literary Origin","אינטימע ניגונים","Gypsy/Fortune Teller/Love/Prophesies/Cards/Passion/Past","Penguin Yid 287","","","From Song Cycle titled ""Three Yiddish Poems""","Penguin YID 286"
"Es Veynen Nisht","T15315","Zionist/Patriotic","עס וויינען נישט","Children/War/Parents/Stoicism/Sorrow/Defense","","","","",""
"Shteyt Oyf Yidelekh","T41980","","","","","","","See ""Levoydes Haboyre""",""
"Moses Und Aron","T22140","Operatic","","Moses/AaronNation/Leadership/God","Alb S-108(b)","","","","Alb S-108(b)"
"Pittsburgh PA","T15316","Novelty/Vaudville/Comedy/Race","","Place/Names/Pittsburgh/Party/Fight","","","","",""
"My Yiddisha Mammy","T15317","Vaudeville/Novelty/Humorous/Race/Parody","","M other/South/Place/Bronx","","","","Parodies Al Jolson's ""My Mammy""",""
"Cohen Owes Me Ninety Seven Dollars","T15318","Vaudeville/Novelty/Humorous/Race","","Debt/Collection/Sickness/Recovery/Merchant/Money/Chicanery","","","","Referred to in Gottlieb p. 197",""
"My Friends Morris and Max","T16350","Vaudeville/Novelty/Humorous/Race","","Clothing/Business/Mechants/Price/Money/Greed","","","","",""
"Marry A Yiddisher Boy","T16351","Vaudeville/Novelty/Humorous/Race","","Intermarriage/Proposal/Love/Job/Occupation/Buttonhole Factor","Alb M-047(d) [one verse]","","","",""
"I'm A Yiddish Cowboy","T16352","Vaudeville/Novelty/Humorous/Race","","Cowboy/Indian/Love/Marriage","","","","",""
"Under The Matzos Tree","T16726","Vaudeville/Novelty/Humorous/Race","","Love/Lonliness/Persuasion/Marriage/Money/Future","","","","",""
"When Mose With His Nose Leads The Band","T16727","Vaudeville/Novelty/Humorous/Race","","Band/Conductor/Musicians/Nose","","","","",""
"No Hot Water Way Up In The Bronx","T15747","Vaudeville/Novelty/Humorous/Race/Parody","","Landlord/Tenant/Place/Water/Temperature/Steam/Repairs/Heat","","","","Parody of ""Lena From Palestina""",""
"Becky Is Back In The Ballet","T15559","Vaudeville/Novelty/Humorous/Race","","Ballet/Dance/Performer/Mother/Klutz","","","","Image of sheet music cover in Gottlieb, p 119",""
"Cabaret Medley","T10944","","","","","","","",""
"That's Yiddishe Love","T15544","Vaudeville/Novelty/Humorous/Race","","Love/Plan/Money/Mother/Father/Cooking/Elope/Irish/Support","","","","",""
"Nat'an","T15545","Vaudeville/Novelty/Humorous/Race/Lament","","Money/Delay/Marriage/Wages/Family","","","","Relationship with melody of ""Fascinating Rhythm"" and ""Torah Blessing cited in Gottlieb, p. 8",""
"The Original Cohens","T14205","Vaudeville/Novelty/Humorous/Race","","Business/Pawn Shop/Fraud/Chicanery","","","","",""
"Becky The Spanish Dancer","T14755","Vaudeville/Novelty/Humorous/Race","","Dance/Fandango/Onions/Toreodor/Parents/Appearance","","","","",""
"The Yiddishe Professor","T14756","Vaudeville/Novelty/Humorous/Race","","Travel/Performer/Pianist/Skill","","","","Referred to in Gottlieb p. 162",""
"Then I'd Be Satisfied With Life","T15561","Vaudeville/Novelty/Humorous/Race/Irony","","Court/Jury/Plea/Penalty/Murder/Sentence/Life","","","","",""
"Sanctification","T15563","Religious/Cantoria/Liturgical","","","","","","",""
"Sheyibone Beys Hamikdosh - In The House","T15564","Religious/Cantorial/Liturgical","","","","","","",""
"Repentance","T15565","Religious/Cantorial/Liturgical","","","","","","",""
"Shir Hamaalos B'shuv Adonay 1 (London)","T15566","Biblical/Psalm/Cantorial/Concert/Avant Guarde/Chassidic","שיר המעלות בּשוּב יהיה את שיבת ציוֹן 1 (לאָנדאָן)","Hope/Captivity/Psalm 126","Tanakh 2 1732/Pasternak CH 142/Alb C-003(i)/Metro Album 49","Pasternak 51/Metro Album 28","","","Vorbei 243/Tanakh 2 126/Pasternak 142/Metro Album 28"
"Aspiration","T15567","Religious/Liturgical/Instrumental","","","","","","",""
"Shir Hamaalos B'shuv Adonay 2 (London)","T14329","Biblical/Psalm/Cantorial/Concert/Avant Guarde/Chassidic","שיר המעלות בּשוּב יהיה את שיבת ציוֹן 2 (לאָנדאָן)","Hope/Captivity/Psalm 126","Tanakh 2 1732/Pasternak CH 142/Alb C-003(i)/Metro Album 49","Pasternak 51/Metro Album 28","","","Vorbei 243/Tanakh 2 126/Pasternak 142/Metro Album 28"
"Blessed Is The Enternal","T14330","Religious/Cantorial/Liturgical","","","","","","",""
"Holiness","T14331","Religious/Cantorial/Liturgical","","","","","","",""
"A Fidele","T19291","","","","","","","See ""Dos Fidele""",""
"A Kalte Nakht (Ehrlikh)","T21255","Holocaust/WWII/Lament","אַ קאַלטע נאַכט (עהרליך)","Fate/","Alb Y-005(i)","","","",""
"Psalm 115","T41981","","","","","","","See ""Lo Lanu"""
See also ""Lo Lanu (Miron)""",""
"Lo Lanu (Miron)","T41982","Biblical/Psalm","לא לנו","Psalm 115/Glory/Mercy/Trust/Children/Multiply/Idols/Idolater","Tanakh 1710","","","","Tanakh 1710"
"Veyeda Kol Pa'ol (Spivak)","T14162","Liturgy/High Holy Days","וידע כּל פּעול (ספּיוואַק)","Soverignty","Alb Y-003(b)/Seder Avo 288","Alb Y-003(b)","","","Seder Avo 289/Alb N-030(a)"
"Caje Sukarije (Macedonian Gypsy)","T8967","","","","","","","",""
"Ka'eyleh Hayu Hayamim","T41983","","","","","","","See ""Those Were The Days""",""
"Ohavti Ki Yishma (Goldman)","T41984","Biblical/Psalm 116:1-11","אהבתּי כּי ישׁמע (גאָלדמאַן)","Praise/Trust/Mercy/Supplication/Justice/Deliverence/Faith","Alb B-033(g)/N-030(a)","","","O Lord! Hear my voice, my supplication","Alb B-033(g)/Alb/N-030(a)"
"Lekhol Adam Kokhav","T14332","Pop","לכל אדם כוכב","Star/Heaven/","Alb N-030(a)","","","Song tells of a star in heavon for each person.",""
"Yishlakh","T14333","Religious","ישלח","Moshiekh/Messiah/Resurrection","Album N-030(a)","","","",""
"Yodin Bagoyim","T15405","Religious/Morality","ידין בגוים","Justice","","","","",""
"Ushavtem Mayim (Meller)","T15319","Biblical/Prophetic","וּשאבתּם מים (מעלער)","Water/Joy/Isaiah 012:03","Coopersmith NJS 132/Bugatch 35/Alb F-026(a)/Alb S-004(c)","Coopersmith NJS 132/Bugatch 35/K-007(b)","","Joyfully Shall You Draw Water","Coopersmith NJS 132/Alb S-085(a)Alb S-004(c)"
"Be-kol Shofar","T15320","Religious/Biblical","בקול שופר","Abraham/Isaac/Sacrifice","","","","Biblical story of the Akeyda in song. See Genesis 022.",""
"Ani Ma'amin (Weiss)","T15799","Religious","אני מאמין (ווײַס)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","Alb V-001(c)/MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Veneamar (Milhaud)","T21729","Liturgy/Religious/Shabos/Biblical/Prophet","ונאמר (מילהוד)","Adoration/Zachariah/Unity/Soverignty","Tanakh 2 1532","","","And the Lord shall be King over all the earth; in that day shall the Lord be One and his name one.","Tanakh 2 1532/Alb M-030(a)/Alb M-019(a)"
"Veneamar (Helfman)","T21730","Liturgy/Religious/Shabos/Biblical/Prophet","ונאמר (העלפֿמאַן)","Adoration/Zachariah/Unity/Soverignty","Tanakh 2 1532","","","And the Lord shall be King over all the earth; in that day shall the Lord be One and his name one.","Tanakh 2 1532/Alb M-030(a)/Alb M-019(a)"
"Call In Your Bets,","T22360","","","","","","","",""
"Vahavoism","T15808","Religious","והביאותים","Festivals/Pilgramage/Gift/Sacrafices/Temple/Dance","Alb N-030(a)","","","",""
"Gimpel The Fool (Schiff)","T15809","Opera/Literary Origin","","Love/Naivite/Purity/Deceit/Trickery","","","","",""
"Ani Ma'amin (Fastag)","T21394","Religious","אני מאמין (פֿאַסטאַג)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Ani Ma'amin (Alter)","T21393","Religious","אני מאמין (אַלטער)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Ani Ma'amin (Kesler)","T21396","Religious","אני מאמין (קעסלער)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Ani Ma'amin (Levitan)","T21285","Religious","אני מאמין (לעוויטאַן)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Ani Ma'amin (Muller)","T21328","Religious","אני מאמין (מולער)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S-002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Ani Ma'amin (Margules)","T21391","Religious","אני מאמין  (מאַרגולעס)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S-002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Ani Ma'amin (Miller)","T21395","Religious","אני מאמין (מילער)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S-002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Ani Ma'amin (Muzikas)","T9031","Religious/Instrumental/Klezmer","אני מאמין (מוזיקאַס)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S-002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Calligrammes","T22361","","","","","","","",""
"Ani Ma'amin (Shenker)","T21469","Religious","אני מאמין (שענקער)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S-002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Ani Ma'amin (Propis)","T11943","Religious","אני מאמין (פּראָפּיס)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","Alb V-001(c)/MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S-002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Ani Ma'amin (Helfman)","T21398","Literary Origin","","Faith/Survival/Strength","Alb M-029(a)","Alb M-029(a)","","Same melody as traditional ""Ani Ma'amin""","Alb M-029(a)"
"The Thirteen Ani Ma'amins","T41985","","","","","","","See ""Ani Maimon (Ehrlich)",""
"Ani Ma'amin (Lorand)","T41986","Religious","אני מאמין (לאָראַנד)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","Alb V-001(c)/MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S-002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Ani Ma'amin (Viznitz Rebbe)","T41987","Religious","אני מאמין (וויזניץ רבי)","Faith/Credo/Belief/Meshiakh","Alb V-001(c)/ML WAH 76/Alb B-003(a)/Alb M-038(a)/Alb M-041(a)Alb V-001(b)","ML WAH 76/Alb R-001(b)/Alb Z-010(g)/Alb A-034(a)/Alb G-005(b)/Alb O-009(a)","Alb V-001(c)/MG WAH 76","12th Principle of faith formulated by Maimonides 12th Century/ See also for transliteration Albs S-092(a)/Alb S-002(e). For addl translations see Albs A34(a)/G-005(b)/ O-009(a)/T-015(a)/C-023(h)/A-018(a)/S-002(e)","ML WAH 76/Alb L-021(b)/Alb R-001(b)/Alb B-003(a)/Alb Z-010(g)/Alb M-041(a)/"
"Eyn Kamokha (Jochsberger)","T22985","Religious/Psalm/Liturgy","אין כּמוֹך (יאָכסבערגער)","God/Praise/Unique/Psalm 086:08","Tanakh 2 1667","Alb L-055(a)","","","Tanakh 2 1667/Alb L-055(a)"
"Les Caterines","T9303","Renaissence/Italian/15th Century","","Women/Courtship/Love/Fickleness","Alb L-055(a)","","","","Alb L-055(a)"
"Dos Lid Fun Der Sreyfe In Venedig","T14164","Purim/Parody/16 Century","דאָס ליד פֿון די שׂרפֿה און ווענעדיג","Place/Venice/Fire/Theft/Merchandise","Alb L-055(a)","","","The Song About The Fire In Venice","Alb L-055(a)"
"Calm Is The Night","T22362","","","","","","","",""
"Gelt (Meyerowitz)","T41988","Theater/Morality","געלט (מײעראָװיץ)","Money/Values/Worth","","","","",""
"Vi Shlekht Es Iz On Gelt","T41989","","","","","","","See ""Gelt (Meyerowitz)""",""
"Tu Dormi Io Veglio E Vo Pedendo I Passi","T14169","Literary Origin/Italian/Renaissance/15th 16th Century","","Love/Passion/Sleeplessness","Alb L-055(a)","","","You sleep whilst I wake, wasting my steps…"
Is this Italian version of ""Ishena At Ani Geor Venodad""?","Alb L-055(a)"
"Ishena Et Ani Geor Venodad","T14170","Renaisssance/Italy/16th Century","","Love/Passion/Sleeplessness","","Alb L-055(a)","","You sleep while I wake, wasting my steps… Is this Hebrew version of ""Tu Dormi Io Veglio E Vo Pedendo I Passi""","Alb L-055(a)"
"Tu Dormi Io Veglio E La Tepmesta E Vento","T14171","Italian/Renaissance/15th 16th Century","","Sleeplessness/Torment/Pity/Death/Suffering","Alb L-055(a)","","","You sleep, whilst I keep guard against the winds and storm…cf ""Tu Dormi Io Veglio E Vo Pedendo I Passi""","Alb L-055(a)"
"Pass'e Mezo A La Bolognesa","T14172","Italian/Renaissance/Instrumental/Dances/16th 17th Century","","","","","","Full title on liner notes ""Pass'e Mezo A La Bobognesa / Saltarello A LaBolognesso""",""
"La Cansonetta Da Purim","T41990","Italian Renaissance/Holiday/Purim/Medley/16th Century","","","Alb L-055(a)","","","See album liner notes for the various songs, chants etc in the medley.","Alb L-055(a)"
"Music For Purim","T14174","","","","","","","See ""La Cansonetta Da Purim""",""
"The Four Questions","T41991","","","","","","","See ""Ma Nishtana""",""
"Ma Nishtana (Italy 16th Century)","T14175","Holiday/Ritual/Hagadah","מה נשתּנה (איטאַליע 16 יאָהונערט)","Passover/Four Questions/Difference/Night","Coopersmith NJS 52/Alb G-017(a)/Cardozo 90, 91","Coopersmith NJS 52/Alb G-017(a)/Alb C-047(a)Alb L-055(a)","Coopersmith NJS 52//Cardozo 90, 91","Recorded with ""Avodim Hayinu (Italy 16th Century)""","Coopersmith NJS 52/G-017(a)/CD C-047(a)/Alb L-055(a)/Cardozo 90, 91"
"A Kholem (Bagleytn Bagleytn...)","T41992","","אַ חלום (באַגלײטן באַגלײטן זײַנען...)","","","","","",""
"Calypso Khanike","T8209","","","","","","","",""
"Avodim Hayinu Italy 16th Century)","T41993","Holiday/Peysekh/Passover","עבדים היינו (איטאַליע 16 יאָהונערט)","Slaves/Egypt/Memory","Alb M-029(a)/","Alb M-029(a)/","","Recorded with ""Ma Nishtana (Italy 16th Century)""","Alb M-029(a)/"
"Fuggi Fuggi Fuggi","T14176","Italian/Early 17th Century","","Seasons/Winter/Prison/Frost/Spring/Beauty/","Alb L-055(a)","","","","Alb L-055(a)"
"Khad Gadyo (Italy 16th Century)","T15059","Italy/16th Century","חד גדיא (איטאַליע 16 יאָהונערט)","Kid/Goat/Cat/Dog/Ox/Water/Fire/Stick","Coopersmith NJS 66","Coopersmith NJS 66/Alb L-055(a)","","","Coopersmith NJS 66/Vorbei/Alb L-055(a)"
"Un Caprett","T41994","","","","","","","See ""Khad Gadyo (Italy 16th Century)""",""
"Anelio","T14165","Instrumental/Italy 16th Century","","","","","","",""
"Kol Berue","T14166","Italy/Renaissance","","Creatures/God/Unity/Creation","","Alb L-061(a)","","","Alb L-061(a)"
"Bovo Buch","T14167","Italy/18th Century/Literary Origin","","Dog/Man/Food/Abbot/Monastary/Fear","","Alb L-061(a)","","Excerpts from Bovo Buch/ Recorded with episode from Buovo d'Antona upon which the Bovo Buch episode is modeled.","Alb L-061(a)/Bachur 71"
"Moresca","T14168","Italy/16th and 17th Century/Instrumental/Dances","","","","","","",""
"A Yidishe Doyne (Felsenbaum)","T17057","Literary Origin","(אַ ייִדישע דוינע (פֿעלסענבאום","Grass/Tears/Death/Quiet","Alb L-062(a)","Alb L-062(a)","","",""
"Malokhim Lid","T17058","Literary Origin","מלאָכים־ליד","Angels/Earth/Humanity/Song/Circle/Illusion/","Alb L-062(a)","Alb L-062(a)","","",""
"Camini Por Altas Torres","T7654","","","","","","","",""
"Vayte Shtern","T16941","Folk/Love/Romanian","ווײַטע שטערן","Stars/Tears/Flowers/Yearning/Doves/Separation","Alb L-062(a)","Alb L-062(a)","","Translated from the Romanian",""
"Marjanja","T16943","Folk/Gypsy/Love","מאַרדזשאַנדזשאַ","Hope/Gypsy Maiden/Lover/Return/","Alb L-062(a)","Alb L-062(a)","","Translated from the ""Gypsy""",""
"Shlitelekh Mit Gleklekh","T16944","Folk/Love/Romanian","שליטעלעך מיט גלעקעלעך","Sleigh/Bells/Wind/Lips/Cheeks","Alb L-062(a)","Alb L-062(a)","","Translated from the Rumanian",""
"Tsigaynerishe Khoge","T16945","Literary Origin","ציגײַנערישע חגא","Celebration/Marriage/Invitation/Gypsy/Baron","Alb L-062(a)","Alb L-062(a)","","",""
"Frunze Verde (Manger)","T41995","","","","","","","See ""Grine Bleter (Manger)""",""
"Umipne Khatoynu (Wohl)","T5761","Religious/Liturgical","ומפּני חטאינו (וואָל)","Sin/Exile/Compassion/Temple/Rebuild/Return/Jerusalem","","","","Musaf Service of Major Holidays","Alb R-009(a)"
"Umipne Khatoynu (Kwartin)","T5762","Religious/Liturgical","ומפּני חטאינו (קוואַרטין)","Sin/Exile/Compassion/Temple/Rebuild/Return/Jerusalem","","","","Musaf Service of Major Holidays","Alb R-009(a)"
"Ma'ase B'rabi Eliezer","T16946","Religious/Passover/Haggadah","","Egypt/Liberation/Story/Conversation/Beni Barak","","","","Is this same text as ""Amar Rabi Elazer""",""
"Campfire","T22363","","","","","","","",""
"Akavyo Ben Mahalalel (Rosenblatt)","T3221","Religious/Commentary/Pirke/Mishna/Ethics/Pirke Aboth","עקביא בּן מהללאל (ראָסענבלאַט)","Judgement/Death/Origins/AccountingPirkeOves/Pirke Aboth 3:01","Pirke 40","","","Knowest from whence thou comest, wither thou goest and before whom you are about to give a final reckoning","Pirke Aboth 40/Alb B-033(a)"
"Akavyo Ben Mahalalel (Alter)","T3233","Religious/Commentary/Pirke/Mishna/Ethics/Pirke Aboth","עקביא בּן מהללאל (אַלטער)","Judgement/Death/Origins/AccountingPirkeOves/Pirke Aboth 3:01","Pirke 40","","","Knowest from whence thou comest, wither thou goest and before whom you are about to give a final reckoning","Pirke Aboth 40/Alb B-033(a)"
"Akavyo Ben Mahalalel (Gold)","T3202","Religious/Commentary/Pirke/Mishna/Ethics/Pirke Aboth","עקביא בּן מהללאל (גאָלד)","Judgement/Death/Origins/AccountingPirkeOves/Pirke Aboth 3:01","Pirke 40","","","Knowest from whence thou comest, wither thou goest and before whom you are about to give a final reckoning","Pirke Aboth 40/Alb B-033(a)"
"Frunze Verde (Horowitz)","T41996","","","","","","","See ""Grine Bleter (Horowitz)",""
"Isaiah 54:13","T41997","","","","","","","See ""Der Nayer Omar Rabi Eleazar""",""
"Al Shlosha Devarim (Gold)","T41998","Religious/Commentary/Pirke/Mishna/Ethics/Pirke Aboth","על שלשה דברים (גאָלד)","World/Torah/Ritual/Charity/Foundation/Pirke Avoth 1:02","Pirke 6/HAL 42/25 Songs 19","HAL 42/25 Songs 19","25 Songs 19","","Pirke 6/HAL 42/25 Songs 19"
"Pirke Avoth 1:02","T41999","","","","","","","See ""Al Sholsha Devarim"" Also ""Al Shlosha Devarim (Gold)""/Also ""Al Shlosha Devarim (Tsur)""",""
"If I Am Not For Myself (Hirschhorn)","T42000","Religious/Commentary/Pirke/Mishna/Ethics/Pirke Aboth","אם אין אני לי מי לי (הירשהאָרן)","Pirke Aboth 1:14/Self/Others","Pirke 14","Alb H-034(a)","","","Alb H-034(a)/Pirke 14"
"Can Can Kozotski","T10172","Novelty/Klezmer/Instrumental/Parody","","","","","","",""
"Isaac et Ismael","T9207","Literary Origin","","Peace/Brothers/Strife","","","","With ""Shabos Oyf Der Gantsr Velt""",""
"He Who Learns From His Fellow Man","T23500","Religious/Commentary/Pirke/Mishna/Ethics/Pirke Aboth","הלומד מחברו","Pirke Aboth 6:03/Learning/Teacher/Honor/Torah","Pirke 120","","","","Pirke 120/Alb B-033(a)"
"Holidays Are Fun For You","T16947","Religious/Children/Instructional","","Holidays/Everyday/Beginnings/Song/Play/Fun","Alb G-081(a)","","","",""
"Thank You For The Sun","T16483","Religious/Children/Instructional","","Thanks/Nature/Health/Loving/Listening/Family/Friends","Alb G-081(a)","","","",""
"When Jewish Children Begin To Pray","T16484","Religious/Children/Instructional","","Happyiness/Mode Ani/First Prayer","Alb G-081(a)","","","Includes part of Mode Ani in Hebrew",""
"Cereal And Milk And Orange Juice Sweet","T16485","Religious/Children/Instructional","","Food/Breakfast/Blessing/Motzi","Alb G-081(a)","","","Includes part of the Motzi (blessing over bread) in Hebrew",""
"Our Plates Are Empty","T16119","Religious/Children/Instructional","","Food/Thanks/Birke/Benediction","Alb G-081(a)","","","Includes part of the Birke (Benediction after meals) in Hebrew",""
"I Like The Folks I Meet","T16120","Religious/Children/Instructional","","Brotherhood/Equality/","Alb G-081(a)","","","",""
"One Of Our Brothers Was Away","T16121","Religious/Children/Instructional","","Sickness/Absence/Recovery/Return/Wecome/Thanks","Alb G-081(a)","","","",""
"It May Be A Rainy Day","T16122","Religious/Children/Instructional","","Weather/Weekday/Sabbath/Bithday/Preference","Alb G-081(a)","","","Includes Hebrew version of ""Happy Birthday""",""
"Can I Now Hora","T22364","","","","","","","",""
"My Birthday Starts A Brand New Year","T16123","Religious/Children/Instructional","","Friends/Family/Presents/Thanks","Alb G-081(a)","","","",""
