"albumID","albumName","albumNameYiddish","linenote","rpm","LP_BOX","format","timeMade","languages","genre","whereProduced","comments","trackNumber","notes","fauLink","dateMade","provenance","cassette","cd"
"AP3763","Music of the American Synagogue/ Choir North Shore Congregation Israel, Glencoe, IL/ William Ballard Conductor/ Cantor Benjamin Landsman","","","0","19","33 1/3 rpm 12""","","","Religious/Choral/Cantorial","Chicago, IL","","18","","","1977","","",""
"AP3764","Cantor Avshalom Zfira, Tenor/ Laurence Ferrara, piano","אבשלום צפירה","","0","120","33 1/3 rpm 12""","","Hebrew","Cantorial/Concert/Religious","Chicago, IL","","10","","","1983","Gift of Sal Kluger, KlezKamp 2001","",""
"AP3765","The Cantors Borenstein, Pinchos, Henoch/ Hachazunim Borenstein, Pinchos, Henoch","החזנים באָרענשטײַן, פּנחס, הענאָך","","0","14","33 1/3 rpm 12""","","Hebrew","Cantorial/Concert/Religious","Chicago, IL","","13","","","1971","","",""
"AP3766","A Service on the Receiving and Transmission of the Torah on the Occasion of the Inaguaration of President Alfred Gottschalk Hebrew Union College-Jewish Institute of Religioun, Composed & Arranged by Cantor William Sharlin","תפלה למסירת תורה","","0","106","33 1/3 rpm 12""","","Hebrew","Cantorial/Religious","USA","","11","","","1972","","",""
"AP3767","High Holiday Chants/ Cantor Samuel Taube","","","0","110","33 1/3 rpm 12""","","Hebrew","Cantorial/High Holy Days","Chicago, IL","","9","","","","","",""
"AP3768","Sarah Drezin Cohen/ Viglid","","","0","0","Cassette","","Yiddish","Folk/Lullaby/Viglid","Silver Spring, MD","","1","","","","Gift of Michele C. Zemsky","x",""
"AP3769","Cantor Gedalie Bargad/ Selichos/ Midnight Penitential Service","החזן גדליה ברגד  סליחות","","0","19","33 1/3 rpm 12""","","Hebrew","Cantorial/Religious/Selichos","Chicago, IL","","7","","","1980","","",""
"AP377","Geduldig Und Thimann   /   Mojschele Majn Frajnd","געדולדיג אוּנד טימאן   מוֹשה'לע מיין פרײַנד","","0","48","33 1/3 alb 12""/Audio CD copy x371","","Yiddish","Folk","Germany","","12","","local","1980","","",""
"AP3770","Joe Amar / Oriental Favorites","ג'ו עמר","","0","4","33 1/3 rpm 12""/Audio CD copy x131","","Hebrew","Pop/","Ramat Gan, Israel","","11","","local","","","",""
"AP3771","Yiddish Melodies / Sidor Belarsky","","","0","9","33 1/3 rpm 10''","","Hebrew","Concert/Yiddish","USA","","8","","","","","",""
"AP3772","Symphony of Six Million/ Cast: Anna Appel/Gregary Ratoff (Video)","","","0","0","DVD Copy","","English","Drama/Immigration/Doctor/Family/Assimilation","USA","","1","English/This album has not been catalogued at the title or track level.","","1932","Courtesy of Lazer Trachtenberg","",""
"AP3773","Great Synagogue Composers  Vol VI/ Abraham Birnbaum / Rosh Hashana - New Year Service/ Israel Goldstein, Tenor","אמנות החזנות","","0","19","33 1/3 rpm 12""","","Hebrew","Cantorial/Religious/Slichos","Chicago, IL","","11","","","1983","","",""
"AP3774","Songs of Odessa / The Forgotten Master /  The Life and Music of David Nowakowsky (Video)","","","0","0","Video","17:00","","Documentary/History","","","1","A Work In Progress","","","Gift of David Nowak","",""
"AP3775","Yiddish Clips /Forty-Eight Clips from Videos (Video)","","","0","0","Video","85:00:00","English/Yiddish","Compilation/Clips","Philadelphia","","1","","","","","",""
"AP3776","God Man and Devil/Got Mench un Tayvl, Part 1 (Video)","גאָט מענש און טײַוול, חלק 1 (ווידיאָ)","","0","0","Video","102:00:00","Yiddish","Drama","","","1","","","","Gift of Leyzer Trachtenberg, 2008","",""
"AP3777","Der Purim Shpiler/ The Jester (Video)","דער פּורים שפּילער (ווידיאָ)","","0","0","DVD Copy/Video","88:00`","Yiddish","Comedy","Warsaw, Poland","","1","","","","Gift of Leyzer Trachtenberg, 2008","",""
"AP3778","Schwartz, William, tenor/ Libes Shmertsn/ Libes Shpilkhl","","","0","0","78rpm 10 inch","","","","","Title 1 is from J. Rumshinsky's ""Shtarker Fun Libe""; title 2 is from Rumshinsk","0","","","","","",""
"AP3779","Paskel, Simon, tenor/ Di Yidishe Troyke/ Nem Op Eybik Dayn Heym","","","0","0","78rpm 10 inch","","","","","Bad chip; bad crack.","0","","","","","",""
"AP378","Geduldig Und Thimann                     Kum Aher Du Filosof","געדולדיג אוּנד טימאַן   קוּם אַהער דוּ פֿילאָסאָף","","0","48","","","","","","","0","","local","","","",""
"AP3780","Khagy, Khazn Berele/ Ishmakh Moyshe/ Yerushalayim Irkhu","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP3781","Kanewsky, Meyer, tenor/ Oyfn Pripetshik/ Di Milkhome Kales","","","0","0","78rpm 10 inch","","","","","","0","","local","","","",""
"AP3782","Medvedieff, Jacob/Trio/ Di Mezinke Oysgegebn/ Di Finstere Nekhtele","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP3783","Zeidman, Benny, Baritone/ Tsezeyt Un Tseshpreyt/ A Moyd Mit A Bombe","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP3784","Rubin and Ziegenlaub/ Meydlekh Dray Far a Nickel/ Feyge Mirl Redt English","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP3785","Tuchman, Elizabeth/ Drey Zikh Mikhele/ Dos Pastekhl","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP3786","Elman, Mischa/ Souvenir/","","","0","0","78rpm 10 inch","","","","","Pianoforte by Phillip Gordon.","0","","","","","",""
"AP3787","Juvelier, Kalmen, tenor/ Dos Shpigl Fun Lebn/ Dem Pastekhls Kholem","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP3788","Moskowitz, Abraham, Tenor/ Nokh Fuftsn Yor/ S'iz A Blof (Bluff)","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP3789","Juvelier, Kalmen/Jewish Orch./ Dem Pastekhls Kholem/ Moshiakh Iz Gekumen","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP379","Geduldig & Thimann                       A Shtetl Is Amerike","געדולדיג און טימאַן                       אַ שטעאל איז אַמעריקע","","0","0","Cassette/CD Copy x585","","","","","","0","With The Andy Statman Klezmer Orchestra. Cassette made in -"
Austria.","","","","x","x"
"AP3790","Lajos, Hegedos/ Neg Napi Muri/ Pedler A Burdoshazba","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP3791","Guttman and Chorus/ Hakures Leshmokhet/ Shofar Bloyzn","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP3792","Rosenblatt, Khazn Yosele/ Yehi Rotson -/ Teyl 1 un 2","","","0","0","78rpm 10 inch","","Hebrew","Cantorial","","","2","","","","","",""
"AP3793","Juvelier, Kalmen, tenor/ Vu Zaynen Mayne Kinder/ Fantasye Lid fun ""Ben Hador""","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP3794","Rubin and Ziegenlaub/ Ladies First/ Tshepe Dikh Op!","","","0","0","78rpm 10 inch","","","","","","0","","","","","",""
"AP3795","Beckerman, Sam/ A Galitsianer Tentsl/ Tkies (Shofar Blozn)","","","0","0","78rpm 10 inch","3:16","","Klezmer/Instrumental","New York, June 1924","Crack in record.  W/orch.","2","","","","","",""
"AP3796","Medoff, David, tenor/ Hulye Kavtsn/ Noakhs Tive","","","0","0","78rpm 10 inch","","","","","Title 1 is from ""Kol Boynik""; Title 2 is from ""Akedas Yitskhok"" )by Goldfaden)","0","","","","","",""
"AP3797","Medoff, David, tenor/ Vos Ikh Hob Gevolt Hob Ikh.../ Dudky Brat","","","0","0","78rpm 10 inch","","","","","...Oysgefirt (title 1).","0","","","","","",""
"AP3798","Khagy, Khazn Berele/ Ono Adonoy/ (Label Obscured)","","","0","0","78rpm 10 inch","","","","","Crack in Record.","0","","","","","",""
"AP3799","Rosenblatt, Khazn Yosele/ Ato Yezarto/ Birchas Kohanim","","","0","0","78rpm 12 inch","","","","","12 inch.","0","","","","","",""
"AP38","Tossi Aaron sings Jewish Folk Songs for the 2nd generation","","","0","3","33 1/3 rpm 12""/Audio CD copy","","Yiddish/Hebrew","Folk","Bergenfield, NJ","","14","","local","","","","x"
"AP380","Geduldig un Thimann                         a heymish groove","געדולדיג און טימאַן   אַ המײש גרוב","","0","0","","","","","","","0","","","","","","x"
"AP3800","Sirota, Khazn G./ Odom Yesedo Meofor/ Rotsey","","","0","0","78rpm 12 inch","","","","","12 inch.","0","","","","","",""
"AP3801","Rosenblatt, Khazn Yosele/ Melokh Al Kol Ha'olom/ Haben Yakir Li","","","0","0","78rpm 12 inch","","","","","12 inch.","0","","","","","",""
"AP3802","Russian Folk Songs/ Boris Rubaschkin with Chorus and Balalaike Ensemble","","","0","95","33 1/3 rpm 12""","","Russian","Russian/Folk/Choral","USA","","2","","","","Gift of Mark Wasserman in memory of his father, Jerry Wasserman, November 2001","",""
"AP3803","Ten Jewish Holy Days/ The Stories of the Jewish Holy Days in Song/ Ray Middleton","","","0","79","33 1/3 rpm 12""","","English","Religious","New York, NY","","10","","","1957","Gift of Mark Wasserman in memory of his father, Jerry Wasserman, November 2001","",""
"AP3804","Di Tsvey Kuni Leml (Video)","די צויי קוני לעמל (ווידיאָ)","","0","0","DVD","","Yiddish","Comedy","Paris, France","","1","","","2007","Purchase Maison de la culture, Paris 2008","",""
"AP3805","A Town Marked by Tragedy/ Chapters from Terezin's History (Video)","","","0","0","DVD","","English","Documentary/History/Holocaust","Prague, Czech Republic","","1","","","2006","Purchase Terezin, Musuem Gift Shop","",""
"AP3806","Shoshanim  Hebrew Love Songs        Susan Cogan and Fran Avni","שושנים","","0","0","Audio CD","44:00:00","Hebrew","","Or yehuda","","13","","","2003","","","x"
"AP3807","Seltzer on the Rocks/Comedy Songs Sung by Lee Tully","","","0","111","33 1/3 rpm 12""","","English","Novelty/Humor/Dialect","USA","","11","","","","Gift of Jerry Wasserman in memory of his father, Mark Wasserman, November 2001","",""
"AP3808","Shoshana Shoshan/ A Song Recital with Rachel Vellar at the Pianoforte","","","0","107","33 1/3 rpm 12""","","Hebrew/French/Italian","Operatic/Classical/Compilation","Australia","","15","","","","Gift of Jerry Wasserman in memory of his father, Mark Wasserman, November 2001","",""
"AP3809","Hatikvah On Mt Scopus/Concerts Recorded July 1967 in Jerusalem and Tel Aviv","","","0","19","33 1/3 rpm 12""","","Hebrew","Classical","New York, NY","","4","","","1967","Gift of Jerry Wasserman in memory of his father, Mark Wasserman, November 2001","",""
"AP381","Joel Grey                          Songs My Father Taught Me","","","0","48","33 1/3 rpm 12""","","Yiddish","","","","0","","local","","","",""
"AP3810","Passover/ Narrated in English/ Yehoram Goan/ Cilla Dagan/Chula Chen","פסח","","0","101","33 1/3 rpm 12"" (2 recordings)","","Hebrew/English","Passover/Ritual/","Israel","","35","","","","","",""
"AP3811","Fifty Minutes With David Kusevitsky","","","0","66","33 1/3 rpm 12""","","Hebrew","Cantorial/Religious/Concert","USA","","8","","","","","",""
"AP3812","Yoni Roah   Tobacco","יוני רועה     טבל","","0","0","Audio CD","39:27:00","Hebrew","Israeli","Israeli","","11","","","2001","Donated by Israeli House of the Consulate General of Israel in Philadelphia","","x"
"AP3813","Geula Gill and her trio/Newest Hits in Israel","","","0","83","33 1/3 rpm","","Hebrew","Israeli/Pop/Literary Origin","USA","","12","","","","","",""
"AP3814","Gaon 79 / Yehoram Gaon's New Show/ Songs of Dov Seltzer & Haim Hefer","גאון 79  יהרם גאון בתכנית יחיד חדשה","","0","49","33 1/3 rpm 12""","","Hebrew","Israeli/Pop/Literary Origin","Israel","","11","","","1979","","",""
"AP3815","Suki & Ding Present Mordecai Ben David Featuring the Montreal Yeshiva Boys / Sings V'Kol Maminim","וכל מאמינים","","0","105","33 1/3 rpm 12""","","Hebrew","Prayers/Religious","USA","","10","","","","","",""
"AP3816","Cantor Leibele Waldman/ Hear O Israel, Volume II","","","0","113","33 1/3 rpm 12""","","Hebrew","Prayers/Religious/Cantorial/Concert","USA","","6","","","","","",""
"AP3817","The Jazz Singer (Video)","","","0","0","DVD CopyVideo","89:00:00","English","Drama/Film","USA","","1","Partial sound","","1927","Gift of Leyzer Trachtenberg, 2008","",""
"AP3818","The Forward (From Imigrants to Americans) (Video)","","","0","0","Video","58:00:00","English","Documentary","USA","","1","","","","Gift of Leyzer Trachtenberg, 2008","",""
"AP3819","Schwartz, William/ Yehudis Bas Tsion/ Der Morgen Shtern","","","0","0","","","","","USA","","2","","","","","",""
"AP382","The Day Of Rest     Beth Abraham Youth Chorale and Orchestra","","","0","17","","","","","","","0","A Concert Sabbath Service by Sholom Kalib. Cantor Jerome B. -"
Kopmar, Director. Cantor Moshe Taube, Soloist. (Three Record Set)","","","","",""
"AP3820","Rosenstein, Abraham/ Mayn Tayere Goldele/ Di Makht Fun Dolar","","","0","0","","","","","USA","","2","","","","","",""
"AP3821","Yidisher Okester/ Di Zilberne Khasene/ Lededik Un Freylekh","","","0","0","","","","","USA","","2","","","","","",""
"AP3822","Tonight With Shimon Dzigan / Ha'Erev Am Shimon Dzigan (Video)","הערב עם שמעון דזיגאן","","0","0","Video","60:00:00","Yiddish","Comedy monologes","Israel","","10","","","","Gift of Leyzer Trachtenberg, 2008","",""
"AP3823","Jewish Luck / Yiddishe Glikn (Video)","ייִדישע גליקן","","0","0","Video","100:00:00","Silent","Comedy","Moscow, Soviet Union","","1","Yiddish and English subtitles / notable scenes: Corset Bursting / Wedding Scene close to the end.","","1925","Gift of Leyzer Trachtenberg, 2008","",""
"AP3824","The Malavsky Family Story / Zmiros Am Mishpokhe Malavsky (Video)","זמערות עם משפחת מלבסקי","","0","0","Video","30:00:00","Hebrew","Concert","Israel","","9","English subtitles","","","Gift of Leyzer Trachtenberg, 2008","",""
"AP3825","A Brivele Der Mame / A Brivele Der Mame (Video)","אַ בריוועלע דער מאַמע","","0","0","Video","103:00:00","Yiddish","Drama","Warsaw, Poland","","1","","","1938","Gift of Leyzer Trachtenberg, 2008","",""
"AP3826","Love and Sacrifice / Libe Un Leydershaft (Video)","ליבע און ליידערשאַפֿט","","0","0","Video","75:00:00","Yiddish","Drama","USA","","1","English subtitles","","1936","Gift of Leyzer Trachtenberg, 2008","",""
"AP3827","Yofiyah / Kabbalah Kirtan","","","0","0","Audio CD","59:00:00","Hebrew","Religious/Devotional/Spiriual","Boulder, Colorado","","7","","","2006","Gift of Robert & Molly Freedman, Purchase from Yofiyah, Mishkan Shalom, Phila","","x"
"AP3828","Sholem Aleichem Clips (Video)","","","0","0","Video","","English/Yiddish","Compilation/Humor","","","4","Compilation from videos in the Archive","","","","",""
"AP3829","Passover/ Pesach/ Sung by Emmanuel Rosenberg","","","0","88","33 rpm 10"" 2 albs/AudioCD copy x394","","English/Hebrew","Passsover/ Religious/Ritual/Holiday","New York","","10","","","","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP383","The Days Of Joy     Beth Abraham Youth Chorale and Orchestra","","","0","17","","","","","","","0","A Concert Festival Service by Morton Gold. Cantor Jerome B. -"
Kopmar, Director. Cantor David Lefkowitz,  Soloist. (Two Record Set)","","","","",""
"AP3830","Dudu Fisher/ Songs of my Heart","דודו פֿישער דאָס געזאַנג פֿון מײַן האַרץ","","0","0","Audio CD","","Yiddish","Yiddish/Pop/Concert","Israel","","12","","","","Gift of Robert & Molly Freedman, Purchase Workmen's Circle NY Nov 2001","","x"
"AP3831","World Music Collection/Greetings from Israel Part 2/ Shiarazula","","","0","0","Audio CD","","Yiddish","Yiddish/Folk","England","","20","","","","Gift of Robert & Molly Freedman, Purchase HMV 2001","","x"
"AP3832","Las Canciones de la Bobe/ Las Mejores Canciones en Idesh","","","0","0","Audio CD","50:22:00","Yiddish","Yiddish/Folk/Theater","Buenos Aires, Argentina","","15","","","2000","Gift of Robert & Molly Freedman, Purchase Hatikvah Music, Los Angeles, 2001","","x"
"AP3833","Klezfest","","","0","0","Audio CD","","Yiddish/Hebrew","Klezmer/Compilation","United Kingdom","","14","","","2002","Gift of Robert & Molly Freedman","","x"
"AP3834","Oy To The World/ A Klezmer Christmas/ The Klezmonauts","","","0","0","CD","","English","Parody/Klezmer/Ethic Fusion","Chicago, IL","","10","","","1998","Gift of Robert & Molly Freedman","","x"
"AP3835","Cantor Deborah Katchco / Jewish Soul - A Collection","","","0","0","Audio CD","","Hebrew/English/Yiddish","Cantorial/Concert","Connecticut","","10","","","1996","Gift of Robert & Molly Freedman","","x"
"AP3836","Dove in the Clefts of the Rock/Synagogal Music in the Baroque/Hosha'na Rabbah in Casale Monferrato 1732","מוסיקה לבית הכנסת בתקופת הבארוק","","0","0","Audio CD","","Hebrew","Baroque/Classical","Israel","","13","","","1994","Gift of Robert & Molly Freedman","","x"
"AP3837","Yiddish Classics Vol 3 /A Suki & Ding Production","הײמישע ייִדישע געזאַנגען ג'  ייִדישע קלאַסיקס באָנד ג'","","0","0","Audio CD","","Yiddish","Religious","New York, NY","","6","","","1998","Gift of Robert & Molly Freedman","","x"
"AP3838","Klezmer's Greatest Hits/ Michele Gingras, Clarinet and the Cincinnati Klezmer Project","","","0","0","Audio CD","","Yiddish/Hebrew","Klezmer/Compilation","Rosewell, GA","","23","","","","Gift of Robert & Molly Freedman","","x"
"AP3839","Tradition!! / Jewish Songs from Russia","","","0","0","Audio CD","54:49:00","","Classical/Operatic","Germany","","20","","","1995","Gift of Robert & Molly Freedman","","x"
"AP384","Moods In Celebration  Beth Abraham Youth Chorale & Orchestra","","","0","17","","","","","","","0","","","","","",""
"AP3840","Echoes of the Temple/ Cantors in Prayer and Folksong","","","0","0","Audio CD","73:58:00","Hebrew/Yiddish","Cantorial/Compilation","Germany","","14","","","1994","Gift of Robert & Molly Freedman/ Purchase Border's Book Store, Phila","","x"
"AP3841","Klezmer Acoustic Music/ Kroke/ Live at The Pit","קראָקע","","0","0","Audio CD","67:44:00","","Klezmer","Surrey, England","","8","","","1998","Gift of Robert & Molly Freedman","","x"
"AP3842","Budapester Klezmer Band/A Night in the Garden of Eden/ A Nakht in Gan Eydn/ Ferenc Javori","","","0","0","Audio CD","","Yiddish","Klezmer","Budpest, Hungry","","15","","","1995","Gift of Robert & Molly Freedman","","x"
"AP3843","Klezmokum","","","0","0","Audio CD","","","Klezmer","Netherlands","","10","","","1992","Gift of Robert & Molly Freedman","","x"
"AP3844","Moti Deren/Kantigas i Romansas y algo mas/ Concierto Vivo","","","0","0","Audio CD","","Yiddish/Hebrew/Ladino","Compilation","Ecuador","","14","","","","Gift of Robert & Molly Freedman","","x"
"AP3845","Chesed/Jewish Feasts in Song/Zidovske Svatky V Pisnich","חגים יהודיים בשרים","","0","0","Audio CD","44:53:00","Hebrew","Holidays","Czech Republic","","19","","","1994","Gift of Robert & Molly Freedman","","x"
"AP3846","Prague' 24/ Seven Good Years","","","0","0","Audio CD","","","Klezmer/Instrumental","St. Paul, Minnesota","","13","","","2001","Gift of Robert & Molly Freedman","","x"
"AP3847","Shabbat Shalom/18 Favorite Sabbath Songs/ Selected and Arranged by Harry Coopersmith","שבת שלום","","0","26","33 1/3 rpm 12""/Audio CD copy x314","","Hebrew","Shabbat/Shabos/Religious","New York","","18","To Be Catalogued","","1963","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP3848","Songs for Sukkot/Simhat Torah/ Selected and Directed by Harry Coopersmith","סכות שמחת תורה","","0","26","33 1/3 rpm 12""/Audio CD copy x375","","Hebrew/English","Religious/Sukkot/Simhat Torah/Holiday","New York","","15","To Be Catalogued","","","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP3849","Songs for Hanukkah/Selected and Directed by Harry Coopersmith","חנכה","","0","26","33 1/3 rpm 12""/Audio CD copy x328","","Hebrew/English","Hanukkah/Holiday","New York","","18","To Be Catalogued","","","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP385","Jan Peerce-Across the Generations-Beth Abraham Youth Chorale","","","0","17","33 1/3 rpm 12""/Audio CD copy","","Yiddish/Hebrew","Religious/Cantorial/Chorale","Cedarhurst, NY","","6","","local","1983","","","x"
"AP3850","Songs for Passover/Selected and Directed by Harry Coopersmith","פסח","","0","26","33 1/3 rpm 12""","","Hebrew/English","Passover/Religious/Ritual/Holiday","New York","","17","To Be Catalogued","","1965","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP3851","Songs for Shavout/Selected and Directed by Harry Coopersmith","שבועות","","0","26","33 1/3 rpm 12""","","Hebrew/English","Shavot/Religious/Ritual/Holiday","New York","","18","To Be Catalogued","","1965","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP3852","Songs for Tu Bishvat/ Purim/ Selected and Directed by Harry Coopersmith","ט'ו בשבט  פורים","","0","26","33 1/3 rpm 12""","","Hebrew/English","Tu Bishvat/Purim/Religious/Ritual/Holiday","New York","","11","To Be Catalogued","","1965","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP3853","Zamir Chorale / T'filah / Mati Lazar Director","תפֿילה","","0","120","33 1/3 rpm 12""","","Hebrew/Yiddish/English","Choral","Briarwood, NY","","13","To Be Catalogued","","1978","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP3854","Your People Are Mine / A Pop Musical Based on the Book of Ruth","","","0","34","33 1/3 rpm 12""/ Audio CD copy","","English","Pop/Medresh/Musical","Israel","","13","Original Israeli Cast","local","","Gift of Rabbi Herbert and Shiela Rosenblum","","x"
"AP3855","Bostoner Chassidic Favorites composed by  Rabbi Mayer Horowitz","","","0","15","33 1/3 rpm 12""","","Hebrew","Chassidic/Religious","Boston, MA","","11","","","1974","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP3856","Songs For The Songs","שיר לשירים","","0","106","33 1/3 rpm 12""","","Hebrew","Israeli/Compilation/Pop","Haifa, Israel","","11","To Be Catalogued","","1980","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP3857","Gevatron/ Kibbutz from Coast to Coast","שרים מחוף לחוף","","0","48","33 1/3 rpm 12""","","Hebrew","Folk/Pop","Haifa, Israel","","11","To Be Catalogued","","1980","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP3858","Songs for the Jewish Holidays/ Safam","","","0","0","Cassette","","Hebrew","Holiday/Religious/Neo Folk","USA","","12","","","1992","Gift of Robert & Molly Freedman, purchase","x",""
"AP3859","Zamir Choral of Boston/ Shemesh/Sunshine/ Joshua Jacobson Conductor","שמש","","0","120","33 1/3 rpm 12""/Audio CD copy x312","","Hebrew","Compilation/Choral","Winchester, MA","","13","To Be Catalogued","","","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP386","Jidische Teater Songs/   Di Megile /Kischef/ Gan Eden/","די מגילה   האָצמאַך שפּיל   חומש לידער","","0","0","Audio CD","69' 33","Yiddish","Theater","Dresden, Germany","","31","","","No Date Given","","","x"
"AP3860","Oneg Shabbat with USY","","","0","111","33 1/3 rpm 12""","","Hebrew","Religious/Sabbath/Shabos","Lexington, MA","","14","To Be Catalogued","","","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP3861","We Were As Dreamers/ Los Angeles Hebrew High School","הייבו כחלמים","","0","73","33 1/3 rpm 12""","","Hebrew","Religious","Los Angeles, CA","","12","To Be Catalogued","","1981","Gift of Rabbi Herbert and Shiela Rosenblum","",""
"AP3862","Jewmongus/ Taller Than Jesus/UnKosher Music From Sean Altman","","","0","0","Audio CD","","English","Novelty/Pop/Ribald/Discriminatory/Politicall Incorrect","USA","","15","This album has not been catalogued at the title or track level.","","2008","Purchase November, 2010","","x"
"AP3863","Ken Stuart/ The Joy Of Jewish Music","","","0","0","Audio CD","","English/Yiddish/Hebrew","Compilation","USA","","8","This album has not been catalogued at the title or track level.","","","Gift of Barton Banks, December, 2010","","x"
"AP3864","Minsker Kapelye/Tutejsi/Di Ortike/The Locals","מינסקער קאַפּעליע די אָרטיקע","","0","0","Audio CD","","Yiddish","Folk","Warsaw, Poland","","21","","","2009","Purchase from Dmitri Slepovitch, December 2010","","x"
"AP3865","Di Hiltsene Shisl, Part 1 (Video)","די הילצענע שיסל חלק א (ווידיאָ)","","0","0","DVD","","Yiddish","Theater/Drama/Tragicomedy","Israel","","1","","","","Courtesy of Lazar Trachtenberg, Nov 2010","",""
"AP3866","Russian Humor","","","0","0","Cassette Copy/Audio CD copy x 634","","Russian/Hebrew","Humor/Spoken Word","","","0","This album has not been catalogued at the title or track level.","","","Courtesy of Lazer Trachtenberg, March 2010","x",""
"AP3867","Yerushaliam Shel Zahav/Jerusalem of Gold sung by Shuly Nathan","ירושלם של זהב מאת נעמי שמר שרה שולי נתן","","0","105","33 1/3 rpm 7""","","Hebrew","Israeli/Pop","Israel","","4","","","","Gift of Ruth Rin, December 2010","",""
"AP3868","Variations Ladino / Liat Cohen, guitare/ Ricardo Moyano, guitare/ Les Parvarim, Chant","","","0","0","Audio CD","58:30:00","Ladino","Sephardic/Concert","Paris, France","","15","","","","Purchase Maison de la culture, Paris 2008","","x"
"AP3869","Giora Feidman Trio & Friends/ Klez Mundo","","","0","0","CD","53:27:00","","Instrumental/Klezmer/Concert","Munich, Germany","","17","","","2006","Purchase Germany 2008","","x"
"AP387","Yankele Hershkowitz Der Zinger Fun Lodzer Geto sung by Joseph Wajsblat","יאַנקעלע הערשקאָװיץ דער זינגעט פֿון לאָדזער געטאָ","Background information is filed with the CD","0","0","Audio CD Copy x483","18' 09","Yiddish","Folk/Holocaust","Paris, France","","9","","","No Date Given","Gift of Irene Kohn for Arthur Simon of the University of Toronto, Nov 2002","",""
"AP3870","Ludmila Perinovi / Eva Perinova /Pisne juddis / Yiddish Songs","","","0","0","Audio CD","41:33:00","","Concert/Folk","Czech Republic","","16","","","2006","Purchase Prague 2008","","x"
"AP3871","Jowel Klezmorim / Unterwegen","","","0","0","Audio CD","73:54:00","Yiddish","Klezmer/Compilation/Folk","Holzgerlingen, Germany","","18","","","2004","Purchase Prague Ghetto Musuem, Czech Republic, 2008","","x"
"AP3872","Francois Lilienenfeld und di ensembles ""Galitsianers"" und ""Oy Azoy""/ A Krantz Sheyne Lidlech/ Yiddish Songs and Klezmer Music","אַ קראַנץ שיינע לידלעך","","0","0","Audio CD","53:23:00","Yiddish/Hebrew","Klezmer/Compilation/Folk","Switzerland","","18","","","1993","Purchase Prague Ghetto Musuem, Czech Republic, 2008","","x"
"AP3873","Budowitz Klezmermusik des 19. Jahrhunderts","","","0","0","Audio CD","58:36:00","","Klezmer/Traditional","Germany","","23","","","2006","Purchase, Muller Music, Germany, 2008","","x"
"AP3874","Ceilzemer / Shalom Ireland","","","0","0","Audio CD","55:27:00","English","Traditional Irish Music combined with Klezmer","Ireland","","14","","","2003","Gift of Molly & Bob Purchase from Lewish Santer, Haverford College, Feb 2004","","x"
"AP3875","Casco Bay Tummlers / Jumpin' Jewpiter!","","","0","0","Audio CD","65:34:00","Yiddish","Klezmer","Portland, Maine","","15","","","2000","Gift of Casco Bay Tummlers","","x"
"AP3876","Mispacha III / zidovske svatecni pisne / jewish festive songs","","","0","0","Audio CD","","Hebrew","Holiday/Compilation","Czech Republic","","19","Liner notes in transliterated latin/czeck characters","","2003","Purchase Prague Ghetto Musuem, Czech Republic, 2008","","x"
"AP3877","Yevgeny Shapovalov/ The First Ten Years","","","0","0","Audio CD","","Russian","Russian/Pop/Concert","Israel","","21","","","2003","Gift of Robert & Molly Freedman, Purchase Tower Records, Philadelphia 2006","","x"
"AP3878","Open Number","","","0","0","","","","","","","0","","","","","",""
"AP3879","Epstein Brothers/ Judiac International/ Over 200 Years of Music Collectively/ Disc 1one and two","","","0","0","Audio CD (2 cds)","65:29:00","","Klezmer","Tamarac, FL","","37","Album 2 64:46","","","Gift of Robert & Molly Freedman, Purchase","","x"
